participant,trial_id,block_id,fixation_id,tunnel_type,width,t_onset,duration_s,s_c,cursor_x,cursor_y,lead_onset,lead_corr,gaze_task_x,gaze_task_y,gaze_x_corr,gaze_y_corr,gaze_path_dist,blink_corrupted,off_path,regressive,saccade_followed,n_merged,merged_into,drift_corrected,keep
p10,64,0,2.0,constrained_to_unconstrained,0.01,1788208103.2046468,2.607396125793457,0.0,0.0,0.13,0.0295062715720839,0.10112068965517249,0.08638136279576447,0.14260479181228425,0.10026774826351098,0.14058239303720232,0.010616710950734113,False,False,False,True,1,,False,True
p10,64,0,3.0,constrained_to_unconstrained,0.01,1788208105.847029,0.5706319808959961,0.1659418066518787,0.1659418066518787,0.1322868377483443,-0.0121944566987662,0.016471986451569748,0.16766294622368566,0.13562572827177996,0.18154933169143217,0.13360332949669804,0.003705573774011152,False,False,False,True,1,,False,True
p10,64,0,4.0,constrained_to_unconstrained,0.01,1788208106.4526558,0.38037610054016113,0.2166047968222174,0.2166047968222174,0.1315869153111899,-0.0076234148870533,0.015391235253501806,0.2177483933464323,0.1361419058407944,0.23163477881417882,0.1341195070657125,0.00347281326112987,False,False,False,True,1,,False,True
p10,64,0,6.0,constrained_to_unconstrained,,1788208107.348541,0.7506186962127686,0.3949290299060109,0.3926555692636719,0.1644007800791073,0.0699159265360361,0.07858688333170871,0.4661265661521855,0.2329124850366829,0.480012951619932,0.23089008626160099,0.028929464850889795,False,False,False,False,1,,False,True
p10,64,1,23.0,constrained_to_unconstrained,0.01,1788208120.5056968,0.5605082511901855,0.0,0.0,0.13,0.0303546061655986,0.04560344827586211,0.03264747675656887,0.14122851032554723,0.04653386222431538,0.1392061115504653,0.009253008159246756,False,False,False,True,1,,False,True
p10,64,1,24.0,constrained_to_unconstrained,0.01,1788208121.101194,1.3713829517364502,0.0262034536190619,0.0262034536190619,0.1312537251655629,0.0286239456943392,0.1066413739671451,0.11982207018189028,0.14292904801694667,0.1337084556496368,0.14090664924186475,0.010940788413867267,False,False,False,True,1,,False,True
p10,64,1,25.0,constrained_to_unconstrained,0.01,1788208122.512573,0.4803760051727295,0.2093630174536776,0.2093630174536776,0.1305649834437086,-0.0129021301134267,0.012705948063563927,0.20848746672934423,0.1381855011029768,0.22237385219709074,0.13616310232789489,0.0061706390424049904,False,False,False,True,1,,False,True
p10,64,1,26.0,constrained_to_unconstrained,,1788208123.2883248,0.06500005722045898,0.36004054239257915,0.3616713089492472,0.1472817547541262,0.0225107775155435,0.03563011989209902,0.37248150556320897,0.18397368517062834,0.3863678910309555,0.18195128639554642,0.002477277478262715,False,False,False,True,1,,False,True
p10,64,1,27.0,constrained_to_unconstrained,,1788208123.403326,0.7507519721984863,0.3953876074558607,0.3930797716527724,0.1645770848459681,0.0702086794934229,0.07812830578185892,0.46337764676122206,0.22916666366135807,0.47726403222896857,0.22714426488627615,0.024330487609040337,False,False,False,False,1,,False,True
p10,64,2,28.0,constrained_to_unconstrained,0.01,1788208126.5563338,0.8057520389556885,0.0,0.0,0.13,0.0323360651337406,0.04560344827586211,0.03226339792770043,0.1404262699439236,0.04614978339544694,0.13840387116884167,0.008421611050468908,False,False,False,True,1,,False,True
