participant,trial_id,block_id,fixation_id,tunnel_type,width,t_onset,duration_s,s_c,cursor_x,cursor_y,lead_onset,lead_corr,gaze_task_x,gaze_task_y,gaze_x_corr,gaze_y_corr,gaze_path_dist,blink_corrupted,off_path,regressive,saccade_followed,n_merged,merged_into,drift_corrected,keep
A,4,8,101.0,mid_sinusoidal,0.04,1786729488.3333414,0.4505012035369873,0.14034429200270615,0.1326809184391587,0.1333616025832712,0.0112943779635859,0.023339060096311287,0.13947275245667465,0.11140528791035689,0.15132166220702672,0.12501279703365947,0.014737347875637035,False,False,False,True,1,,False,True
A,4,8,102.0,mid_sinusoidal,0.04,1786729488.8338475,0.6106221675872803,0.15882997498817458,0.1441108109349917,0.1181718296318418,0.0599201849877321,0.07917896411155598,0.19603228096926084,0.11947893678557044,0.20788119071961292,0.133086445908873,0.014835180149051925,False,False,False,True,1,,False,True
A,4,8,103.0,mid_sinusoidal,0.04,1786729489.5494697,0.2702507972717285,0.25980138863920205,0.2328118714282574,0.1347088800691694,0.0158293716806853,0.027980394500213224,0.24801650090947555,0.1315955382041291,0.2598654106598276,0.14520304732743167,0.0028154156786811507,False,False,False,True,1,,False,True
A,4,8,104.0,mid_sinusoidal,0.04,1786729489.8648455,0.42537713050842285,0.3313668811272097,0.2982722571894453,0.1456367801933715,0.0047637042309996,0.010273165119538519,0.3006270925036304,0.1439822668315731,0.3124760022539825,0.15758977595487567,0.007581252383581027,False,False,False,True,1,,False,True
A,4,8,105.0,mid_sinusoidal,0.04,1786729490.3452225,0.2903764247894287,0.40837054191624894,0.3697097521605693,0.1207541939799633,-0.0036024981106173,0.0011841860203859467,0.36236312005073174,0.11185577206016273,0.3742120298010838,0.12546328118346528,0.011906825791109861,False,False,False,True,1,,False,True
A,4,8,106.0,mid_sinusoidal,0.04,1786729490.6855984,0.39537620544433594,0.46602771826253875,0.4236156763903629,0.104509234597481,0.0180793828952315,0.03397662480969765,0.43631516103987567,0.11753174006370733,0.44816407079022774,0.1311392491870099,0.007598775582779064,False,False,False,False,1,,False,True
A,4,9,108.0,mid_sinusoidal,0.04,1786729492.2019787,0.3953824043273926,0.000703075362845519,0.0005556274197892,0.1304330917298893,0.0082873339068437,0.027740696892073747,0.013634213626074393,0.12736965302568326,0.02548312337642647,0.1409771621489858,0.004514986291423565,False,False,False,True,1,,False,True
A,4,9,109.0,mid_sinusoidal,0.04,1786729492.6473546,0.39037585258483887,0.06499568626164251,0.0585183104486909,0.1453729304635761,0.029938350505325,0.03741265755793456,0.08986710420929764,0.14218455490031814,0.10171601395964971,0.15579206402362072,0.014455431229619625,False,False,False,True,1,,False,True
A,4,9,110.0,mid_sinusoidal,0.04,1786729493.0928557,0.36025166511535645,0.1445971181791727,0.1316813589213492,0.1242385178445047,0.0299174614533211,0.0480283703373339,0.16117215778680588,0.10067834520392988,0.17302106753715796,0.11428585432723244,0.009316441830191565,False,False,False,True,1,,False,True
A,4,9,111.0,mid_sinusoidal,0.04,1786729493.5032325,0.5655012130737305,0.2058574664684681,0.1858690149115383,0.1114765104482189,0.0448350181207657,0.06103861491523188,0.23283790984797798,0.11653062656593238,0.24468681959833005,0.13013813568923494,0.008100362173896685,False,False,False,True,1,,False,True
A,4,9,112.0,mid_sinusoidal,0.04,1786729494.1187346,0.2502598762512207,0.30366918856706376,0.2730491842913659,0.1520758594437003,0.0164314547287124,0.03161921342541135,0.29138050424774625,0.1346028958035328,0.30322941399809833,0.14821040492683535,0.004361225284844383,False,False,False,False,1,,False,True
A,4,9,113.0,mid_sinusoidal,0.04,1786729494.5592356,0.37525105476379395,0.3752511525081218,0.3390417035781107,0.1336833963279789,0.0277039859959327,0.02969265071282251,0.3557024353683838,0.11070555682402967,0.3675513451187359,0.12431306594733224,0.0075957021659340505,True,False,False,True,1,,False,False
A,4,9,114.0,mid_sinusoidal,0.04,1786729494.9896116,0.4603860378265381,0.4674541818137371,0.4234762379597509,0.1090767810842048,0.0214898239144203,0.03979195796732249,0.44669871699564334,0.12207377404179925,0.4585476267459954,0.1356812831651018,0.007067761186645534,False,False,False,False,1,,False,True
A,76,10,120.0,constrained_to_unconstrained,0.05,1786729498.1074965,0.42537593841552734,0.0,0.0,0.13,0.020500386625491,0.031724137931034506,0.020048577341482285,0.13172351435850577,0.03189748709183436,0.14533102348180832,0.015332003487193314,False,False,False,True,1,,False,True
A,76,10,121.0,constrained_to_unconstrained,0.05,1786729498.6229975,0.44037675857543945,0.0401973907338208,0.0401973907338208,0.1312537251655629,0.1524444012332573,0.15411295409376555,0.1828935143033686,0.1284844043647411,0.19474242405372066,0.14209191348804368,0.012099630748910864,False,False,False,True,1,,False,True
A,76,10,122.0,constrained_to_unconstrained,,1786729499.1434996,0.610501766204834,0.30947778345715127,0.3336367066649663,0.1222854507058369,0.0191503896873225,0.023800960770775315,0.3032330983959413,0.054923569465522806,0.3150820081462934,0.06853107858882537,0.015566151547929265,False,False,False,False,1,,False,True
A,76,11,124.0,constrained_to_unconstrained,0.05,1786729501.4706314,0.4153761863708496,0.0,0.0,0.13,0.02067692577511,0.03370689655172416,0.021666220918217086,0.134322715907083,0.03351513066856916,0.14793022503038555,0.01793125048049373,False,False,False,True,1,,False,True
A,76,11,125.0,constrained_to_unconstrained,0.05,1786729501.9560184,0.3153650760650635,0.1594522439867165,0.1594522439867165,0.1209721293329793,0.0142279026389755,0.03287534222018018,0.17991499919589005,0.1131953397051747,0.19176390894624212,0.12680284882847725,0.0032464607910381925,False,False,False,True,1,,False,True
A,76,11,126.0,constrained_to_unconstrained,,1786729502.3063946,0.2302401065826416,0.23707771802481573,0.2358505971847705,0.1258593789687418,-0.0209967402672981,0.0028529304586388526,0.22016601036288178,0.10480249998590396,0.23201492011323385,0.11841000910920653,0.0068866962334150055,False,False,False,True,1,,False,True
A,76,11,127.0,constrained_to_unconstrained,,1786729502.5916405,0.2749364376068115,0.3154941819381412,0.2918384552677933,0.070954818940656,0.0076651037074141,0.02175682168316717,0.30325715123745467,0.049370778312844775,0.31510606098780675,0.06297828743614733,0.01161363194360305,False,False,False,False,1,,False,True
A,33,12,129.0,sharp_sinusoidal,0.03,1786729504.3279505,0.08512496948242188,0.00060819689011892,0.0003867994245274,0.1304705781791933,0.0120172654813639,0.032185841490348165,0.016693240420002357,0.13333477866777732,0.028542150170354434,0.14694228779107987,0.012435194676887145,False,False,False,True,1,,False,True
A,33,12,130.0,sharp_sinusoidal,0.03,1786729504.4630804,0.6856200695037842,0.015144096879483676,0.010092838072736,0.1413545593945457,0.0830342367086311,0.08336921674333855,0.06688933525195054,0.1664034559672394,0.07873824500230261,0.18001096509054199,0.006834148927071422,False,False,False,True,1,,False,True
A,33,12,131.0,sharp_sinusoidal,0.03,1786729505.1737006,0.2852497100830078,0.09729279326775313,0.0751485199545923,0.1746883232596525,0.0056742876673911,0.008746351598531113,0.08572090153171485,0.17359905685914945,0.09756981128206693,0.187206565982452,0.023794740656134645,False,False,False,True,1,,False,True
A,33,12,132.0,sharp_sinusoidal,0.03,1786729505.5140753,0.7306251525878906,0.1360390550075526,0.1070768353708667,0.150875080732792,0.0473847723701958,0.046301727473512244,0.13144659610028808,0.10898866563778342,0.14329550585064016,0.12259617476108599,0.018259969073030312,False,False,False,True,1,,False,True
A,33,12,133.0,sharp_sinusoidal,0.03,1786729506.2897005,0.39537501335144043,0.18877353326704116,0.1337674466119503,0.1048390556195549,0.0333685484983005,0.05083984808487327,0.1614150539042553,0.08893677678470718,0.1732639636546074,0.10254428590800975,0.022483010423497655,False,False,False,True,1,,False,True
A,33,12,134.0,sharp_sinusoidal,0.03,1786729506.8803246,0.31025004386901855,0.24004694729537177,0.1761537366779544,0.0819353464702885,-0.0049862545962097,0.019547958508834312,0.17744407807753038,0.08276736497450711,0.18929298782788245,0.09637487409780968,0.00927833747092643,True,False,False,True,1,,False,False
A,33,12,135.0,sharp_sinusoidal,0.03,1786729507.2205744,0.36037516593933105,0.26427755288066807,0.1980733238858884,0.0908128590001691,-0.0020575392004092,0.017734113566783005,0.19693749002157368,0.09222847788389825,0.20878639977192576,0.10583598700720082,0.0021835110064287915,False,False,False,True,1,,False,True
A,33,12,136.0,sharp_sinusoidal,0.03,1786729507.6359534,0.5054962635040283,0.31120137163043277,0.2276832763101863,0.1272295493091144,0.0119104648658605,0.033295940568520144,0.243317784148001,0.13339250941484473,0.2551666938983531,0.14700001853814731,0.009747817856128506,False,False,False,True,2,,False,True
A,33,12,137.0,sharp_sinusoidal,0.03,1786729507.9963243,0.1451253890991211,0.35270194266714183,0.2571824536646019,0.1563595641750697,-0.0233273984381847,-0.005102199458756729,0.24267637800811165,0.13669156897295465,0.2545252877584637,0.1502990780962572,0.00726236777902384,False,False,False,True,1,136.0,False,False
