participant,trial_id,block_id,fixation_id,tunnel_type,width,t_onset,duration_s,s_c,lead_onset,lead_corr,gaze_task_x,gaze_task_y,gaze_x_corr,gaze_y_corr,gaze_path_dist,blink_corrupted,off_path,regressive,keep
p04,79,15,63.0,constrained_to_unconstrained,0.05,1787857979.7476974,0.19512605667114258,0.0,0.0174374853257773,0.019827586206896567,0.02154437591919704,0.14596892357273672,0.020090401459914347,0.1459762554282436,0.01597841698559973,False,False,False,True
p04,79,15,64.0,constrained_to_unconstrained,0.05,1787857980.0479496,0.710627555847168,0.1244582665830724,0.2603948545701392,0.2546350871074194,0.3603186207575225,0.20465394094366868,0.35886464629823983,0.20466127279917556,0.00659235389858267,False,False,False,True
p04,79,15,65.0,constrained_to_unconstrained,,1787857980.7987025,0.500377893447876,0.3724007658546104,0.027491449469598,0.030547524426359995,0.39525232518375414,0.2157515172845803,0.39379835072447145,0.2157588491400872,0.011944912407175927,False,False,False,True
p04,79,16,67.0,constrained_to_unconstrained,0.05,1787857982.8855877,0.20025086402893066,0.0,0.0180466823030641,0.019827586206896567,0.020870775585312674,0.14232878799893145,0.019416801126029982,0.14233611985443834,0.012342957402734977,False,False,False,True
p04,79,16,68.0,constrained_to_unconstrained,,1787857983.4912157,0.2401258945465088,0.38273737164088734,0.0191353894213491,0.018223007257543167,0.3828584654545376,0.20970365796276674,0.3814044909952549,0.20971098981827363,0.0006521149059300968,False,False,False,True
p04,79,17,69.0,constrained_to_unconstrained,0.05,1787857985.1077223,0.11500120162963867,0.0001287136420194,0.0182157877493986,0.015733355323497854,0.0179619890024774,0.14347811326028115,0.01650801454319471,0.14348544511578804,0.013500906475502018,False,False,False,True
p04,79,17,70.0,constrained_to_unconstrained,,1787857985.6281006,0.06012582778930664,0.3789332505527377,-0.0810030581342247,-0.029658567600344132,0.28825384291689393,0.16941402091648036,0.28679986845761124,0.16942135277198725,0.051419159726413165,False,True,True,False
p04,79,17,71.0,constrained_to_unconstrained,,1787857985.7282257,0.33037686347961426,0.39414854502482244,0.0083983043077154,0.008799745256147962,0.40864166970185173,0.2085951331259119,0.40718769524256904,0.2086024649814188,0.0238952649331401,False,False,False,True
p04,78,18,73.0,constrained_to_unconstrained,0.05,1787857987.6299846,0.1952507495880127,0.0,0.012171239739353,0.015862068965517253,0.01675169991271444,0.14116566339296305,0.015297725453431749,0.14117299524846993,0.011187238552116632,False,False,False,True
p04,78,18,74.0,constrained_to_unconstrained,0.05,1787857987.9303606,0.1901259422302246,0.2246242240348599,0.0235212376258638,0.01728459213846667,0.25289399312193195,0.14751663834032652,0.25144001866264926,0.1475239701958334,0.02516460891283579,False,False,False,True
p04,78,18,75.0,constrained_to_unconstrained,,1787857988.1704865,1.256256103515625,0.349766038568944,0.0282196263688681,0.0469573878576251,0.3874193628575088,0.06917674359633463,0.3859653883982261,0.06918407545184152,0.0138983952203764,False,False,False,True
p04,78,19,77.0,constrained_to_unconstrained,0.05,1787857991.3083766,0.13512516021728516,0.000301115756613,0.0123291978549639,0.01159543596752494,0.013650007704984776,0.14298148652965026,0.012196033245702084,0.14298881838515715,0.012992270479956708,False,False,False,True
p04,78,19,78.0,constrained_to_unconstrained,0.05,1787857991.6187687,0.2552347183227539,0.1750249285590895,0.035312298401458,0.0450612783374624,0.22111907848224122,0.12867981984205468,0.21966510402295852,0.12868715169756156,0.0013787306826803015,False,False,False,True
p04,78,19,79.0,constrained_to_unconstrained,,1787857991.9390037,0.8157539367675781,0.3288607226625073,0.0711161654206768,0.07183230915517058,0.4023364429994949,0.08770194514159371,0.4008824685402122,0.0877092769971006,0.03711965716682158,False,False,False,True
p04,78,20,81.0,constrained_to_unconstrained,0.05,1787857994.1811385,0.18513703346252441,0.0003899047510891,0.0117026965846894,0.01150664697304884,0.013167760027881538,0.14288750515300092,0.011713785568598846,0.1428948370085078,0.01289613216990245,False,False,False,True
p04,78,20,82.0,constrained_to_unconstrained,0.05,1787857994.4563904,0.10001111030578613,0.1462415554506091,0.0923220796355513,0.08574324724494548,0.23106390772704852,0.12375140189842083,0.22960993326776583,0.12375873375392772,0.005792236552973136,False,False,False,True
p04,78,20,83.0,constrained_to_unconstrained,,1787857994.826641,0.8007702827453613,0.35527219384972203,0.0192460588803643,0.045420837967955874,0.3903906149161542,0.06725680925398109,0.3889366404568715,0.06726414110948797,0.013483553236225451,False,False,False,True
p04,39,24,102.0,narrow_to_wide,0.01,1787858006.8378177,0.10012602806091309,0.0,0.0184478622595726,0.018000000000000002,0.020089103384843363,0.15293118775552417,0.01863512892556067,0.15293851961103105,0.022947310750886254,False,False,False,True
p04,39,24,103.0,narrow_to_wide,0.01,1787858006.9679434,0.9208791255950928,0.0099468556593533,0.0227650162042257,0.0280531443406467,0.03859636592291088,0.146734781926438,0.03714239146362819,0.14674211378194488,0.016764064730525417,False,False,False,True
p04,39,24,104.0,narrow_to_wide,0.01,1787858007.9188223,0.39537715911865234,0.0715118930405866,0.0331167955738426,0.04648810695941341,0.11956628347777587,0.15041837100100725,0.11811230901849318,0.15042570285651413,0.020426011615052125,False,False,False,True
p04,39,24,105.0,narrow_to_wide,0.01,1787858008.3441994,0.46050167083740234,0.1082964671583593,0.0424968241065672,0.04570353284164069,0.1553801468330948,0.16049115232322697,0.15392617237381212,0.16049848417873386,0.030498573535804385,False,True,False,False
p04,39,24,106.0,narrow_to_wide,0.01,1787858008.8497016,0.5305018424987793,0.1654959208016351,0.0032554347303711,0.0005040791983648985,0.16798224428502898,0.1516816058697267,0.16652826982574628,0.1516889377252336,0.021695370212509734,False,False,False,True
p04,39,24,107.0,narrow_to_wide,0.03,1787858009.4553285,0.18012595176696777,0.2555955219735364,0.0936864320132155,0.09240447802646362,0.34901396109934396,0.16697232146782298,0.34755998664006127,0.16697965332332987,0.03698227104533449,False,True,False,False
p04,39,24,108.0,narrow_to_wide,0.03,1787858009.6754544,1.0610051155090332,0.3229778489350021,0.0150808402406348,0.0410221510649979,0.3651961690816743,0.14574140860714577,0.3637421946223916,0.14574874046265265,0.015750850446014545,False,False,False,True
p04,39,25,110.0,narrow_to_wide,0.01,1787858012.3279655,0.23025083541870117,0.0,0.0376824435963577,0.034,0.03552519537260018,0.147621288187133,0.03407122091331749,0.14762862004263988,0.017628763910900222,False,False,False,True
p04,39,25,111.0,narrow_to_wide,0.01,1787858012.6182165,0.1751258373260498,0.0943924526719784,0.087799033075799,0.0956075473280216,0.19244080008647907,0.16218042006087116,0.19098682562719638,0.16218775191637805,0.032202875620801166,False,True,False,False
p04,39,25,112.0,narrow_to_wide,0.01,1787858012.8284674,0.16513419151306152,0.1318330763304914,0.0291872769406619,0.0301669236695086,0.16430024906141466,0.15628120675707383,0.16284627460213197,0.1562885386125807,0.026302156624264873,False,True,False,False
p04,39,25,113.0,narrow_to_wide,0.01,1787858013.0335937,0.3403756618499756,0.1599114781490079,0.0477728034223881,0.05408852185099208,0.21608422969157245,0.16321736960680733,0.21463025523228976,0.16322470146231421,0.03323067873092171,False,True,False,False
p04,39,25,114.0,narrow_to_wide,0.01,1787858013.4089746,0.2152564525604248,0.2180722863535944,-0.0370284497651124,-0.028072286353594406,0.19153807164081627,0.14879874458428388,0.19008409718153357,0.14880607643979077,0.018806264472116602,False,False,True,False
p04,39,25,115.0,narrow_to_wide,0.03,1787858013.6942215,0.16012811660766602,0.2682024754684389,0.1019429233439015,0.1017975245315611,0.3707973455426723,0.16320140864744526,0.3693433710833896,0.16320874050295214,0.03321523155611809,False,True,False,False
p04,39,25,116.0,narrow_to_wide,0.03,1787858013.8944724,0.15512514114379883,0.3465588069338149,-0.0600622032687039,-0.028558806933814906,0.2888650147185129,0.1435716808336849,0.2874110402592302,0.1435790126891918,0.03346750728147627,False,True,True,False
p04,39,25,117.0,narrow_to_wide,0.03,1787858014.0995977,0.7306280136108398,0.3966485229443043,-0.0288379853290574,0.0013514770556957156,0.3990629696484665,0.1491968181339731,0.3976089951891838,0.14920414998947998,0.019208130090681005,False,False,False,True
p04,39,26,119.0,narrow_to_wide,0.01,1787858016.7269833,0.30037617683410645,0.0,0.0140002807114785,0.012,0.014238809680497053,0.14629424627974608,0.01278483522121436,0.14630157813525296,0.016320460043277453,False,False,False,True
p04,39,26,120.0,narrow_to_wide,0.01,1787858017.0673594,0.6106281280517578,0.0371514810465732,0.0437161041234218,0.042848518953426805,0.0806198694502819,0.15499896806269384,0.07916589499099921,0.15500629991820072,0.025020207168707568,False,True,False,False
p04,39,26,121.0,narrow_to_wide,0.01,1787858017.7179875,0.4453771114349365,0.1103559179318489,0.0463683330603959,0.05764408206815111,0.16882078954777968,0.15717987058062224,0.167366815088497,0.15718720243612913,0.027194574816224292,False,True,False,False
p04,39,26,122.0,narrow_to_wide,0.01,1787858018.1883645,0.3403761386871338,0.1616013377186723,-0.1616013371173351,-0.029601337718672294,0.12997315440326784,0.1349380113037424,0.12851917994398515,0.13494534315924928,0.006047522403851748,False,False,True,False
p04,39,26,123.0,narrow_to_wide,0.01,1787858018.5587456,0.26524996757507324,0.2102414868799875,-0.018563879776484,-0.0162414868799875,0.19512809516731294,0.14539043613800512,0.19367412070803025,0.145397767993512,0.015401216071952153,False,False,False,True
p04,39,26,124.0,narrow_to_wide,0.03,1787858018.8991165,0.06500101089477539,0.2847218789358652,0.0872937570251581,0.0892781210641348,0.37542249110399273,0.15106748158642577,0.37396851664471004,0.15107481344193266,0.02107483695818133,False,False,False,True
p04,39,26,125.0,narrow_to_wide,0.03,1787858019.2343686,0.6406378746032715,0.40072763143274,0.0036945329120294,0.007272368567260046,0.4104250683660836,0.139440451747487,0.4089710939068009,0.1394477836029939,0.009497559601541129,False,False,False,True
p04,58,27,128.0,constrained_to_unconstrained,0.01,1787858021.5810697,0.2552497386932373,0.0,0.0235890074345821,0.02379310344827588,0.02614190736749627,0.14316659848745455,0.024687932908213576,0.14317393034296144,0.013204285684715112,False,False,False,True
p04,58,27,129.0,constrained_to_unconstrained,0.01,1787858021.8714445,0.205125093460083,0.0400074857189503,0.0032245904615277,0.005595962556911811,0.04608887722699952,0.14585603235310168,0.044634902767716825,0.14586336420860857,0.015892904215916978,False,False,False,True
p04,58,27,130.0,constrained_to_unconstrained,0.01,1787858022.1165695,0.12012505531311035,0.0630201666441588,0.064059357309562,0.06387638507997923,0.12783513062094512,0.15038805715140668,0.12638115616166243,0.15039538900691357,0.020401900042132114,False,False,False,True
p04,58,27,131.0,constrained_to_unconstrained,0.01,1787858022.2666943,0.2102491855621338,0.0762703122682456,0.0216656963817681,0.028815894628306193,0.10639523858057547,0.14995743755511018,0.10494126412129277,0.14996476941061707,0.019965295540692866,False,False,False,True
p04,58,27,132.0,constrained_to_unconstrained,0.01,1787858022.5169437,0.355374813079834,0.1053485270814701,0.056123931579147,0.06715147291853002,0.1736398022541099,0.15348162159712075,0.17218582779482722,0.15348895345262764,0.023491054435129364,False,False,False,True
p04,58,27,133.0,constrained_to_unconstrained,0.01,1787858022.9123185,0.37537503242492676,0.1519956701867465,0.0030361852673309,0.002659502227046723,0.15666393341633597,0.1411517447498793,0.15520995895705328,0.14115907660538618,0.011172859025041866,False,False,False,True
p04,58,27,134.0,constrained_to_unconstrained,0.01,1787858023.3276937,0.540503978729248,0.2137405214923897,-0.0150984358131393,-0.01149914218204473,0.20368343161578142,0.1457327073584744,0.20222945715649873,0.1457400392139813,0.01574004372914577,False,False,False,True
p04,58,27,135.0,constrained_to_unconstrained,,1787858023.9183176,0.5605001449584961,0.26508672689551116,0.0732258008628241,0.0757184073617867,0.32401047869926836,0.21218616948619606,0.32255650423998566,0.21219350134170295,0.016040523253388953,False,False,False,True
p04,58,28,138.0,constrained_to_unconstrained,0.01,1787858026.2354407,0.2852497100830078,0.0,0.028330573844646,0.027758620689655192,0.02837341213713513,0.13824995041717408,0.02691943767785244,0.13825728227268097,0.00829981557976017,False,False,False,True
p04,58,28,139.0,constrained_to_unconstrained,0.01,1787858026.5606904,1.2061240673065186,0.0412188832747312,0.0162082694157616,0.0638673236218206,0.10667813768848965,0.15367364995341193,0.10522416322920695,0.15368098180891882,0.023681383645895,False,False,False,True
p04,58,28,140.0,constrained_to_unconstrained,0.01,1787858027.8018146,0.30538105964660645,0.182525843555283,-0.0149263134741209,-0.013991360796662189,0.17056168855392073,0.1407015962597819,0.16910771409463804,0.1407089281152888,0.010724259207190709,False,False,False,True
p04,58,28,141.0,constrained_to_unconstrained,,1787858028.1372025,0.3052358627319336,0.2361998823018945,-0.0330627557084305,-0.028010227129480564,0.20998194587535354,0.1437897387332,0.20852797141607085,0.1437970705887069,0.013801217870553403,False,False,True,False
p04,58,28,142.0,constrained_to_unconstrained,,1787858028.4975636,0.7356250286102295,0.2656232527608761,0.076575768814378,0.07518188149642174,0.31479825622776414,0.21462866507525635,0.31334428176848145,0.21463599693076324,0.008129145772467756,False,False,False,True
p04,58,29,144.0,constrained_to_unconstrained,0.01,1787858031.7805643,0.24024629592895508,0.0,0.0212070509473038,0.021810344827586224,0.02282694619262952,0.14174802450176038,0.02137297173334683,0.14175535635726727,0.011763490056522701,False,False,False,True
p04,58,29,145.0,constrained_to_unconstrained,0.01,1787858032.0558174,0.4703691005706787,0.0387863095539035,-0.0004873262089463,0.012765414584027579,0.053748210622509875,0.14825576731386436,0.05229423616322718,0.14826309916937125,0.018278186873374448,False,False,False,True
p04,58,29,146.0,constrained_to_unconstrained,0.01,1787858032.5713096,0.2402498722076416,0.1110719987332468,0.0414989276652677,0.0495314495426154,0.1627610887252546,0.15374349763475328,0.1613071142659719,0.15375082949026017,0.0237612509624609,False,False,False,True
p04,58,29,147.0,constrained_to_unconstrained,0.01,1787858032.8365595,0.1951279640197754,0.1721800437827259,0.0223143846017274,0.03402685276899842,0.20737610279133234,0.1613628059231153,0.20592212833204965,0.1613701377786222,0.03137143027005106,False,True,False,False
p04,58,29,148.0,constrained_to_unconstrained,0.01,1787858033.0716846,0.26524901390075684,0.2167271270298185,-0.018526271841687,-0.018451264960852837,0.20022990189776405,0.1477708515378434,0.19877592743848135,0.14777818339335028,0.017785214930986476,False,False,False,True
p04,58,29,149.0,constrained_to_unconstrained,,1787858033.3870585,0.620499849319458,0.2688822999214397,0.0745344429579661,0.07192283433585817,0.3206467634446916,0.22046167690742577,0.3191927889854089,0.22046900876293266,0.016324946701978923,False,False,False,True
p04,67,30,151.0,constrained_to_unconstrained,0.03,1787858035.5039318,0.12512469291687012,0.0008981543649022,0.0240106515298176,0.02686046632475299,0.0285573015647118,0.14042983253241426,0.027103327105429106,0.14043716438792114,0.010457715340456399,False,False,False,True
p04,67,30,152.0,constrained_to_unconstrained,0.03,1787858035.6991816,0.17513608932495117,0.1178807814389186,0.0428257970664177,0.04867094269901255,0.16714085798967335,0.143494789899007,0.16568688353039066,0.14350212175451388,0.01352979087606929,False,False,False,True
p04,67,30,153.0,constrained_to_unconstrained,,1787858035.9244316,0.14012503623962402,0.23877211881940336,0.0355853296961401,0.034922734507796316,0.27283406070695027,0.10875919052558813,0.2713800862476676,0.10876652238109502,0.013777978065550622,False,False,False,True
p04,67,30,154.0,constrained_to_unconstrained,,1787858036.0995567,0.4954988956451416,0.28612378813259914,0.0438963263408571,0.03921043730856383,0.32117065266048206,0.08532312805156522,0.31971667820119937,0.08533045990707211,0.030807061952585764,False,False,False,True
p04,67,31,157.0,constrained_to_unconstrained,0.03,1787858038.3365536,0.15024995803833008,0.0005769472146421,0.0112405397977878,0.009336845888806183,0.011124199689202828,0.14539043560041262,0.009670225229920136,0.1453977674559195,0.015399693761097615,False,False,False,True
p04,67,31,158.0,constrained_to_unconstrained,0.03,1787858038.5668037,0.26524972915649414,0.1557262595262918,0.0605550950536051,0.04651511978405318,0.20404578706108673,0.14481283976944864,0.20259181260180403,0.14482017162495553,0.014824314165751471,False,False,False,True
p04,67,31,159.0,constrained_to_unconstrained,,1787858038.8870535,0.6406240463256836,0.2636181645967334,0.0569348953414184,0.05774380145104785,0.31783021744154155,0.08745296765125511,0.31637624298225886,0.087460299506762,0.029993860327424366,False,False,False,True
p04,67,32,161.0,constrained_to_unconstrained,0.03,1787858041.3093004,0.11012506484985352,0.0,0.0137814984125018,0.013879310344827596,0.01577055313296634,0.14446857201662763,0.014316578673683647,0.14447590387213452,0.014482506568501865,False,False,False,True
p04,67,32,162.0,constrained_to_unconstrained,0.03,1787858041.4895506,0.1901249885559082,0.1051050230725757,0.0971633701669091,0.09515359761707963,0.2020691042976624,0.16080283205398943,0.2006151298383797,0.16081016390949632,0.030812226451575248,False,True,False,False
p04,67,32,163.0,constrained_to_unconstrained,,1787858041.7397995,0.4703829288482666,0.2760386136959163,0.0080587305695616,0.01354527720481058,0.2870559793100512,0.1004083396824595,0.28560200485076853,0.10041567153796639,0.017754653018133313,False,False,False,True
p04,207,33,165.0,wide_to_narrow,0.05,1787858043.5164225,0.18512511253356934,0.0,0.0032573296814564,0.008,0.008749185722486862,0.14124726417648767,0.00729521126320417,0.14125459603199456,0.011276642186701756,False,False,False,True
p04,207,33,167.0,wide_to_narrow,0.04,1787858044.1770475,0.24012494087219238,0.4462773877446102,-0.0349523524345485,-0.028277387744610194,0.41481052788096573,0.15646560675207252,0.41335655342168304,0.1564729386075794,0.026877092005020774,False,False,True,False
p04,207,34,168.0,wide_to_narrow,0.05,1787858046.0587957,0.180128812789917,0.0,0.0339695654787155,0.036000000000000004,0.037406291778874355,0.15295175120234314,0.03595231731959166,0.15295908305785003,0.02295913257279697,False,False,False,True
p04,207,34,170.0,wide_to_narrow,0.04,1787858046.6442945,0.26024889945983887,0.4494796295005263,0.0095203709791027,-0.007479629500526275,0.44272613944418454,0.15932691248845762,0.44127216498490185,0.1593342443439645,0.02934327239829628,False,False,False,True
p04,207,35,172.0,wide_to_narrow,0.05,1787858048.0906675,0.07999992370605469,4.042965481113437e-05,0.0382711483996464,0.03795957034518886,0.03964481663762523,0.14905190542199323,0.03819084217834254,0.14905923727750012,0.019060192715108743,False,False,False,True
p04,207,35,173.0,wide_to_narrow,0.04,1787858048.6411667,0.15513300895690918,0.458,-0.0501976866828429,-0.028000000000000025,0.4127301152326561,0.1503634227183046,0.41127614077337343,0.1503707545738115,0.0276685841026423,False,False,True,False
p04,64,42,193.0,constrained_to_unconstrained,0.01,1787858062.4938984,0.5806243419647217,0.00027832818318880006,-0.0002783279048608,0.07506649940301814,0.07680379831294405,0.14037532333801633,0.07534982385366136,0.14038265519352322,0.010382656395657284,False,False,False,True
p04,64,42,194.0,constrained_to_unconstrained,0.01,1787858063.1045225,0.41538310050964355,0.0807539356550272,0.0399074458370133,0.05010813331049016,0.13319007073064063,0.15410577898598107,0.13173609627135793,0.15411311084148796,0.024128946064534997,False,False,False,True
p04,64,42,195.0,constrained_to_unconstrained,0.01,1787858063.5548973,0.24524903297424316,0.1472828078724942,0.0429235388995697,0.045044778334402485,0.1931784329984586,0.16024813112992475,0.1917244585391759,0.16025546298543164,0.03026147391397838,False,True,False,False
p04,64,42,196.0,constrained_to_unconstrained,0.01,1787858063.8401463,0.3253750801086426,0.1864564609839422,-0.0274070753467244,-0.021887495466700685,0.16542335601662184,0.147612227358506,0.16396938155733914,0.14761955921401287,0.017629758019356873,False,False,True,False
p04,64,43,197.0,constrained_to_unconstrained,,1787858064.7810204,0.21025419235229492,0.46429467491798276,-0.0065902957985362,-0.004371270555778128,0.4521717863127988,0.0676452442012312,0.4507178118535161,0.06765257605673809,0.009182308436734081,False,False,False,True
p04,64,44,199.0,constrained_to_unconstrained,0.01,1787858066.5877676,0.1099998950958252,0.000239976772731,0.0046124275404565,0.0017427818479586565,0.004115001658439591,0.14447918209929458,0.002661027199156899,0.14448651395480147,0.014502383763616022,False,False,False,True
