participant,type_label,trial_id,width_mm,round,t,amp,lead_pre,lead_post,v_pre,catchup_s,min_lead,dist,dphi
p01,straight,12,12.500000,3,0.370250,0.019000,0.134000,0.153000,,0.020125,0.107000,,
p01,straight,12,12.500000,3,0.400375,0.018000,0.107000,0.125000,,0.010000,0.125000,,
p01,straight,12,12.500000,3,0.420375,0.011000,0.125000,0.136000,,0.030000,0.122000,,
p01,straight,12,12.500000,3,0.460375,0.062000,0.122000,0.184000,,0.530499,0.046000,,
p01,straight,12,12.500000,3,1.020874,0.085000,0.046000,0.131000,0.178830,0.480499,0.065000,,
p01,straight,12,12.500000,3,1.531374,0.023000,0.065000,0.088000,0.094675,0.490500,-0.015000,,
p01,straight,12,12.500000,3,2.041874,0.066000,-0.015000,0.051000,0.168200,0.390375,-0.008000,,
p01,straight,12,12.500000,3,2.462249,0.031000,-0.005000,0.026000,0.105125,,,,
p01,straight,13,16.500000,1,0.750750,0.126000,-0.062000,0.064000,0.331361,0.350376,-0.120000,,
p01,straight,13,16.500000,1,1.141125,0.141000,-0.119000,0.022000,0.625493,0.340375,-0.109000,,
p01,straight,13,16.500000,1,1.521499,0.075000,-0.109000,-0.034000,0.425756,0.090125,-0.102000,,
p01,straight,13,16.500000,1,1.631624,0.059000,-0.102000,-0.043000,0.754508,0.310362,-0.106000,,
p01,straight,13,16.500000,1,1.951874,0.025000,-0.105000,-0.080000,0.042050,0.009998,-0.080000,,
p01,straight,13,16.500000,1,1.971874,0.090000,-0.079000,0.011000,,,,,
p01,straight,13,16.500000,2,0.430366,0.034000,-0.128000,-0.094000,0.399737,0.220250,-0.184000,,
p01,straight,13,16.500000,2,0.670616,0.160000,-0.184000,-0.024000,0.352400,0.410375,-0.141000,,
p01,straight,13,16.500000,2,1.130991,0.037000,-0.136000,-0.099000,0.252465,0.010125,-0.143000,,
p01,straight,13,16.500000,2,1.151116,0.009000,-0.143000,-0.134000,,0.210125,-0.182000,,
p01,straight,13,16.500000,2,1.371241,0.187000,-0.181000,0.006000,0.220907,,,,
p01,straight,13,16.500000,3,0.390262,0.094000,-0.138000,-0.044000,0.625865,0.290249,-0.143000,,
p01,straight,13,16.500000,3,0.720624,0.095000,-0.143000,-0.048000,0.331143,0.310249,-0.169000,,
p01,straight,13,16.500000,3,1.070874,0.086000,-0.169000,-0.083000,0.447077,0.009998,-0.131000,,
p01,straight,13,16.500000,3,1.110999,0.064000,-0.131000,-0.067000,,0.190125,-0.110000,,
p01,straight,13,16.500000,3,1.321124,0.035000,-0.110000,-0.075000,0.226167,0.110135,-0.110000,,
p01,straight,13,16.500000,3,1.441259,0.103000,-0.103000,0.000000,0.254233,,,,
p01,straight,14,25.000000,1,0.350250,0.109000,-0.093000,0.016000,0.441815,0.415372,-0.112000,,
p01,straight,14,25.000000,1,0.805750,0.052000,-0.112000,-0.060000,0.383706,0.240250,-0.132000,,
p01,straight,14,25.000000,1,1.070999,0.106000,-0.132000,-0.026000,0.281690,0.355375,-0.143000,,
p01,straight,14,25.000000,1,1.471374,0.148000,-0.141000,0.007000,0.194622,,,,
p01,straight,14,25.000000,2,0.620625,0.153000,-0.101000,0.052000,0.338035,0.305249,-0.123000,,
p01,straight,14,25.000000,2,0.970874,0.086000,-0.123000,-0.037000,0.515477,0.325250,-0.156000,,
p01,straight,14,25.000000,2,1.336249,0.042000,-0.156000,-0.114000,0.384369,0.170132,-0.153000,,
p01,straight,14,25.000000,2,1.526381,0.126000,-0.153000,-0.027000,0.229234,0.020000,-0.056000,,
p01,straight,14,25.000000,2,1.591499,0.027000,-0.056000,-0.029000,,0.180122,-0.070000,,
p01,straight,14,25.000000,2,1.781624,0.074000,-0.067000,0.007000,0.210968,,,,
p01,straight,14,25.000000,3,0.545624,0.027000,0.013000,0.040000,-0.030731,0.030000,0.014000,,
p01,straight,14,25.000000,3,0.605624,0.044000,0.014000,0.058000,,,,,
p01,straight,14,25.000000,3,0.971000,0.120000,-0.091000,0.029000,,,,,
p01,straight,14,25.000000,3,1.446374,0.120000,-0.135000,-0.015000,0.261371,0.430495,-0.159000,,
p01,straight,14,25.000000,3,1.916874,0.146000,-0.156000,-0.010000,0.368767,0.230250,-0.025000,,
p01,straight,14,25.000000,3,2.192124,0.021000,-0.023000,-0.002000,0.031537,,,,
p01,straight,15,50.000000,1,0.360250,0.084000,-0.144000,-0.060000,0.462853,0.260255,-0.209000,,
p01,straight,15,50.000000,1,0.650505,0.125000,-0.207000,-0.082000,0.494399,0.330255,-0.209000,,
p01,straight,15,50.000000,1,1.010884,0.211000,-0.207000,0.004000,0.105188,,,,
p01,straight,15,50.000000,2,0.660624,0.068000,-0.218000,-0.150000,0.914591,0.100122,-0.226000,,
p01,straight,15,50.000000,2,0.800750,0.124000,-0.226000,-0.102000,0.759074,0.290237,-0.249000,,
p01,straight,15,50.000000,2,1.130999,0.249000,-0.247000,0.002000,0.047337,,,,
p01,straight,15,50.000000,3,0.550500,0.198000,-0.433000,-0.235000,0.609724,0.010000,-0.242000,,
p01,straight,15,50.000000,3,0.600499,0.090000,-0.242000,-0.152000,,,,,
p02,corner,6,10.000000,1,0.610625,0.056000,-0.064000,-0.008000,-0.005256,0.450367,-0.018000,,
p02,corner,6,10.000000,1,1.081000,0.035000,-0.018000,0.017000,0.057857,1.971873,-0.049000,,
p02,corner,6,10.000000,1,3.072881,0.019000,-0.049000,-0.030000,0.078840,0.860750,-0.039000,,
p02,corner,6,10.000000,1,3.943623,0.018000,-0.036000,-0.018000,0.015780,1.101124,-0.063000,,
p02,corner,6,10.000000,1,5.064747,0.029000,-0.063000,-0.034000,0.089356,0.470375,-0.069000,,
p02,corner,6,10.000000,1,5.545122,0.045000,-0.063000,-0.018000,-0.010519,0.390374,-0.038000,,
p02,corner,6,10.000000,1,5.955496,0.058000,-0.038000,0.020000,0.063116,1.781749,-0.020000,,
p02,corner,6,10.000000,1,7.757245,0.026000,-0.014000,0.012000,0.015769,1.040874,-0.070000,,
p02,corner,6,10.000000,1,8.818119,0.040000,-0.070000,-0.030000,0.099937,0.140125,-0.038000,,
p02,corner,6,10.000000,1,8.978369,0.052000,-0.038000,0.014000,0.057092,0.030000,-0.032000,,
p02,corner,6,10.000000,1,9.018369,0.043000,-0.032000,0.011000,,0.310248,-0.029000,,
p02,corner,6,10.000000,1,9.358623,0.008000,-0.014000,-0.006000,0.000000,,,,
p02,corner,6,10.000000,2,0.560497,0.026000,-0.071000,-0.045000,0.063119,0.380249,-0.045000,,
p02,corner,6,10.000000,2,0.960872,0.040000,-0.040000,0.000000,0.015779,2.802494,-0.034000,,
p02,corner,6,10.000000,2,3.783495,0.016000,-0.015000,0.001000,0.005260,0.030134,-0.016000,,
p02,corner,6,10.000000,2,3.823629,0.017000,-0.016000,0.001000,,0.060000,-0.007000,,
p02,corner,6,10.000000,2,3.893620,0.070000,-0.007000,0.063000,,0.010002,-0.032000,,
p02,corner,6,10.000000,2,3.913622,0.087000,-0.032000,0.055000,,0.030125,-0.086000,,
p02,corner,6,10.000000,2,3.953745,0.097000,-0.086000,0.011000,,0.010000,0.010000,,
p02,corner,6,10.000000,2,3.993745,0.034000,0.010000,0.044000,,1.271124,-0.035000,,
p02,corner,6,10.000000,2,5.284869,0.016000,-0.033000,-0.017000,0.000000,0.290250,-0.017000,,
p02,corner,6,10.000000,2,5.585244,0.023000,-0.005000,0.018000,-0.047306,1.201124,-0.037000,,
p02,corner,6,10.000000,2,6.796368,0.008000,-0.031000,-0.023000,-0.015769,1.281134,-0.048000,,
p02,corner,6,10.000000,2,8.087502,0.023000,-0.048000,-0.025000,0.099934,1.251249,-0.043000,,
p02,corner,6,10.000000,2,9.348741,0.045000,-0.041000,0.004000,0.036794,,,,
p02,corner,6,10.000000,3,0.630618,0.113000,-0.069000,0.044000,0.084155,0.680624,-0.014000,,
p02,corner,6,10.000000,3,1.351242,0.011000,-0.010000,0.001000,-0.015780,0.030141,0.001000,,
p02,corner,6,10.000000,3,1.391383,0.008000,0.007000,0.015000,,0.410375,-0.012000,,
p02,corner,6,10.000000,3,1.811742,0.008000,-0.007000,0.001000,0.042050,1.130999,-0.035000,,
p02,corner,6,10.000000,3,2.952741,0.009000,-0.027000,-0.018000,-0.015779,0.580624,-0.021000,,
p02,corner,6,10.000000,3,3.543365,0.011000,-0.015000,-0.004000,-0.021025,0.070001,-0.004000,,
p02,corner,6,10.000000,3,3.633366,0.013000,-0.001000,0.012000,,0.150125,-0.005000,,
p02,corner,6,10.000000,3,3.793490,0.010000,-0.002000,0.008000,0.093256,0.050125,-0.002000,,
p02,corner,6,10.000000,3,3.853615,0.012000,-0.002000,0.010000,,0.280250,-0.004000,,
p02,corner,6,10.000000,3,4.143865,0.032000,-0.004000,0.028000,0.057857,0.049998,-0.139000,,
p02,corner,6,10.000000,3,4.203873,0.126000,-0.137000,-0.011000,,0.009999,-0.014000,,
p02,corner,6,10.000000,3,4.243995,0.045000,-0.014000,0.031000,,1.171124,-0.038000,,
p02,corner,6,10.000000,3,5.435114,0.008000,-0.038000,-0.030000,0.052562,0.340250,-0.048000,,
p02,corner,6,10.000000,3,5.785364,0.040000,-0.048000,-0.008000,0.021040,0.240250,-0.014000,,
p02,corner,6,10.000000,3,6.045614,0.016000,-0.010000,0.006000,0.052597,0.150124,-0.003000,,
p02,corner,6,10.000000,3,6.215738,0.011000,-0.002000,0.009000,0.053289,1.921874,-0.031000,,
p02,corner,6,10.000000,3,8.147612,0.011000,-0.019000,-0.008000,-0.005256,0.690624,-0.045000,,
p02,corner,6,10.000000,3,8.858236,0.014000,-0.045000,-0.031000,0.099934,1.010990,-0.047000,,
p02,corner,6,10.000000,3,9.879235,0.038000,-0.031000,0.007000,0.021025,,,,
p02,corner,7,12.500000,1,0.620624,0.034000,-0.092000,-0.058000,0.120894,0.210125,-0.065000,,
p02,corner,7,12.500000,1,0.850749,0.018000,-0.056000,-0.038000,-0.005260,0.160250,-0.038000,,
p02,corner,7,12.500000,1,1.030999,0.030000,-0.035000,-0.005000,-0.018721,0.950870,-0.040000,,
p02,corner,7,12.500000,1,2.011873,0.019000,-0.040000,-0.021000,0.094614,2.312122,-0.099000,,
p02,corner,7,12.500000,1,4.333995,0.026000,-0.099000,-0.073000,0.199873,0.270257,-0.079000,,
p02,corner,7,12.500000,1,4.614252,0.026000,-0.075000,-0.049000,-0.021038,0.180241,-0.056000,,
p02,corner,7,12.500000,1,4.804494,0.071000,-0.051000,0.020000,0.011096,1.141004,-0.021000,,
p02,corner,7,12.500000,1,5.965498,0.014000,-0.021000,-0.007000,0.031557,0.700749,-0.010000,,
p02,corner,7,12.500000,1,6.686242,0.010000,-0.002000,0.008000,0.000000,0.230121,-0.013000,,
p02,corner,7,12.500000,1,6.926367,0.009000,-0.013000,-0.004000,0.063118,0.870873,-0.089000,,
p02,corner,7,12.500000,1,7.807240,0.058000,-0.088000,-0.030000,0.105125,,,,
p02,corner,7,12.500000,2,0.310374,0.018000,-0.057000,-0.039000,0.241788,0.300249,-0.087000,,
p02,corner,7,12.500000,2,0.630624,0.091000,-0.087000,0.004000,0.141919,0.220253,-0.001000,,
p02,corner,7,12.500000,2,0.880877,0.009000,0.000000,0.009000,0.021025,3.002746,-0.083000,,
p02,corner,7,12.500000,2,3.893620,0.016000,-0.083000,-0.067000,0.099934,0.060125,-0.069000,,
p02,corner,7,12.500000,2,3.963745,0.013000,-0.069000,-0.056000,,0.490362,-0.063000,,
p02,corner,7,12.500000,2,4.464119,0.038000,-0.052000,-0.014000,-0.036818,0.050112,-0.019000,,
p02,corner,7,12.500000,2,4.544244,0.030000,-0.017000,0.013000,,2.682496,-0.072000,,
p02,corner,7,12.500000,2,7.236740,0.011000,-0.070000,-0.059000,0.042050,0.240263,-0.075000,,
p02,corner,7,12.500000,2,7.487003,0.035000,-0.066000,-0.031000,0.036791,,,,
p02,corner,7,12.500000,3,0.570500,0.023000,-0.050000,-0.027000,0.136758,0.410372,-0.036000,,
p02,corner,7,12.500000,3,1.000875,0.023000,-0.034000,-0.011000,0.026298,0.390375,-0.019000,,
p02,corner,7,12.500000,3,1.421375,0.016000,-0.015000,0.001000,-0.010512,1.741635,-0.041000,,
p02,corner,7,12.500000,3,3.183010,0.028000,-0.030000,-0.002000,-0.042048,0.880756,-0.030000,,
p02,corner,7,12.500000,3,4.083755,0.023000,-0.030000,-0.007000,0.057855,0.640624,-0.091000,,
p02,corner,7,12.500000,3,4.734373,0.053000,-0.081000,-0.028000,-0.026299,0.150125,-0.033000,,
p02,corner,7,12.500000,3,4.914498,0.059000,-0.033000,0.026000,0.033306,1.581375,-0.021000,,
p02,corner,7,12.500000,3,6.515998,0.013000,-0.012000,0.001000,-0.005260,1.151008,-0.083000,,
p02,corner,7,12.500000,3,7.687131,0.024000,-0.077000,-0.053000,-0.015778,0.140121,-0.053000,,
p02,corner,7,12.500000,3,7.847247,0.032000,-0.045000,-0.013000,-0.057094,,,,
p02,corner,8,16.500000,1,0.600637,0.029000,-0.067000,-0.038000,0.115630,0.270248,-0.044000,,
p02,corner,8,16.500000,1,0.890874,0.046000,-0.043000,0.003000,0.015769,1.841753,-0.039000,,
p02,corner,8,16.500000,1,2.752627,0.021000,-0.033000,-0.012000,0.000000,1.050874,-0.026000,,
p02,corner,8,16.500000,1,3.823497,0.008000,-0.011000,-0.003000,-0.015779,0.760622,-0.057000,,
p02,corner,8,16.500000,1,4.594247,0.048000,-0.055000,-0.007000,0.057857,0.420372,-0.063000,,
p02,corner,8,16.500000,1,5.034621,0.039000,-0.055000,-0.016000,0.005260,0.060000,-0.016000,,
p02,corner,8,16.500000,1,5.114746,0.026000,-0.009000,0.017000,,0.100125,-0.018000,,
p02,corner,8,16.500000,1,5.224871,0.032000,-0.018000,0.014000,0.349563,0.995874,-0.016000,,
p02,corner,8,16.500000,1,6.230745,0.009000,-0.011000,-0.002000,-0.010520,2.192123,-0.069000,,
p02,corner,8,16.500000,1,8.432868,0.048000,-0.065000,-0.017000,0.047306,,,,
p02,corner,8,16.500000,2,0.700616,0.025000,-0.079000,-0.054000,0.120973,0.300386,-0.062000,,
p02,corner,8,16.500000,2,1.011002,0.060000,-0.058000,0.002000,-0.010512,1.361249,-0.045000,,
p02,corner,8,16.500000,2,2.402239,0.013000,-0.045000,-0.032000,0.094675,0.770736,-0.035000,,
p02,corner,8,16.500000,2,3.182988,0.015000,-0.030000,-0.015000,-0.005256,1.000874,-0.030000,,
p02,corner,8,16.500000,2,4.203862,0.010000,-0.030000,-0.020000,0.063116,0.030124,-0.020000,,
p02,corner,8,16.500000,2,4.243987,0.030000,-0.019000,0.011000,,0.010000,-0.073000,,
p02,corner,8,16.500000,2,4.263987,0.051000,-0.073000,-0.022000,,0.010000,-0.034000,,
p02,corner,8,16.500000,2,4.293987,0.010000,-0.034000,-0.024000,,0.009996,-0.063000,,
p02,corner,8,16.500000,2,4.313987,0.036000,-0.063000,-0.027000,,0.140127,-0.053000,,
p02,corner,8,16.500000,2,4.464114,0.019000,-0.053000,-0.034000,0.185546,0.020000,-0.057000,,
p02,corner,8,16.500000,2,4.494112,0.021000,-0.057000,-0.036000,,0.780624,-0.058000,,
p02,corner,8,16.500000,2,5.284861,0.083000,-0.058000,0.025000,0.026298,1.966748,-0.016000,,
p02,corner,8,16.500000,2,7.281734,0.012000,-0.010000,0.002000,0.036818,0.870881,-0.040000,,
p02,corner,8,16.500000,2,8.172615,0.016000,-0.040000,-0.024000,0.099865,0.770624,-0.057000,,
p02,corner,8,16.500000,2,8.953232,0.028000,-0.055000,-0.027000,0.036818,0.300262,-0.030000,,
p02,corner,8,16.500000,2,9.283619,0.016000,-0.027000,-0.011000,0.000000,,,,
p02,corner,8,16.500000,3,0.660633,0.024000,-0.074000,-0.050000,0.126227,0.370249,-0.066000,,
p02,corner,8,16.500000,3,1.050998,0.058000,-0.060000,-0.002000,-0.021039,1.471374,-0.022000,,
p02,corner,8,16.500000,3,2.542372,0.090000,-0.011000,0.079000,-0.021039,0.010003,-0.065000,,
p02,corner,8,16.500000,3,2.582512,0.044000,-0.065000,-0.021000,,0.019989,-0.060000,,
p02,corner,8,16.500000,3,2.622497,0.053000,-0.060000,-0.007000,,0.009992,-0.007000,,
p02,corner,8,16.500000,3,2.652497,0.083000,-0.004000,0.079000,,2.527370,-0.048000,,
p02,corner,8,16.500000,3,5.189869,0.033000,-0.048000,-0.015000,0.063075,0.020000,-0.050000,,
p02,corner,8,16.500000,3,5.219869,0.031000,-0.050000,-0.019000,,0.060125,-0.059000,,
p02,corner,8,16.500000,3,5.289994,0.033000,-0.059000,-0.026000,,0.020000,-0.064000,,
p02,corner,8,16.500000,3,5.319994,0.034000,-0.064000,-0.030000,,0.370383,-0.050000,,
p02,corner,8,16.500000,3,5.700377,0.021000,-0.050000,-0.029000,0.047304,0.415381,-0.048000,,
p02,corner,8,16.500000,3,6.135749,0.065000,-0.048000,0.017000,0.030730,1.491373,-0.022000,,
p02,corner,8,16.500000,3,7.657116,0.010000,-0.011000,-0.001000,-0.042078,1.301248,-0.060000,,
p02,corner,8,16.500000,3,8.968364,0.039000,-0.055000,-0.016000,0.000000,,,,
p02,corner,9,25.000000,1,0.635614,0.026000,-0.042000,-0.016000,,0.220250,-0.047000,,
p02,corner,9,25.000000,1,0.875864,0.040000,-0.044000,-0.004000,0.115637,,,,
p02,corner,9,25.000000,1,1.981864,0.017000,-0.054000,-0.037000,0.066574,0.210251,-0.037000,,
p02,corner,9,25.000000,1,2.212114,0.062000,-0.033000,0.029000,-0.005256,0.690624,-0.097000,,
p02,corner,9,25.000000,1,2.922738,0.058000,-0.095000,-0.037000,0.157801,0.220250,-0.049000,,
p02,corner,9,25.000000,1,3.162988,0.048000,-0.044000,0.004000,0.047306,0.320250,-0.045000,,
p02,corner,9,25.000000,1,3.503238,0.008000,-0.045000,-0.037000,0.189349,0.010000,-0.060000,,
p02,corner,9,25.000000,1,3.523238,0.023000,-0.060000,-0.037000,,0.020125,-0.041000,,
p02,corner,9,25.000000,1,3.553363,0.060000,-0.037000,0.023000,,0.020008,-0.049000,,
p02,corner,9,25.000000,1,3.593371,0.038000,-0.049000,-0.011000,,0.030010,-0.015000,,
p02,corner,9,25.000000,1,3.643375,0.011000,-0.012000,-0.001000,,0.490487,-0.046000,,
p02,corner,9,25.000000,1,4.143863,0.044000,-0.042000,0.002000,-0.021040,0.660625,-0.079000,,
p02,corner,9,25.000000,1,4.814487,0.080000,-0.077000,0.003000,0.015779,,,,
p02,corner,9,25.000000,2,0.570624,0.057000,-0.083000,-0.026000,0.205001,0.350250,-0.029000,,
p02,corner,9,25.000000,2,0.940874,0.010000,-0.018000,-0.008000,-0.057857,0.060125,-0.008000,,
p02,corner,9,25.000000,2,1.010999,0.011000,-0.001000,0.010000,,0.830749,-0.051000,,
p02,corner,9,25.000000,2,1.856748,0.010000,-0.044000,-0.034000,0.015779,0.240261,-0.045000,,
p02,corner,9,25.000000,2,2.107009,0.016000,-0.040000,-0.024000,0.036816,0.040000,-0.028000,,
p02,corner,9,25.000000,2,2.166998,0.030000,-0.027000,0.003000,,0.545500,-0.094000,,
p02,corner,9,25.000000,2,2.722623,0.111000,-0.094000,0.017000,0.220774,0.020000,0.015000,,
p02,corner,9,25.000000,2,2.777623,0.008000,0.015000,0.023000,,0.190250,-0.007000,,
p02,corner,9,25.000000,2,2.977873,0.009000,-0.005000,0.004000,0.147175,0.455377,-0.070000,,
p02,corner,9,25.000000,2,3.443250,0.034000,-0.070000,-0.036000,0.147270,0.010000,-0.036000,,
p02,corner,9,25.000000,2,3.483248,0.021000,-0.032000,-0.011000,,0.385250,-0.053000,,
p02,corner,9,25.000000,2,3.903623,0.029000,-0.048000,-0.019000,0.105194,0.205257,-0.080000,,
p02,corner,9,25.000000,2,4.118879,0.031000,-0.077000,-0.046000,0.271619,0.255250,-0.091000,,
p02,corner,9,25.000000,2,4.394122,0.085000,-0.086000,-0.001000,0.136759,,,,
p02,corner,9,25.000000,3,0.510499,0.095000,-0.121000,-0.026000,0.247207,0.620622,-0.068000,,
p02,corner,9,25.000000,3,1.151124,0.321000,-0.061000,0.260000,0.131492,0.030002,-0.068000,,
p02,corner,9,25.000000,3,1.221126,0.137000,-0.068000,0.069000,,0.010000,0.038000,,
p02,corner,9,25.000000,3,1.271249,0.080000,0.038000,0.118000,,0.300250,-0.048000,,
p02,corner,9,25.000000,3,1.591499,0.025000,-0.042000,-0.017000,0.126233,0.325375,-0.120000,,
p02,corner,9,25.000000,3,1.926874,0.053000,-0.120000,-0.067000,0.297055,0.210125,-0.099000,,
p02,corner,9,25.000000,3,2.156999,0.091000,-0.096000,-0.005000,0.131492,0.500379,-0.073000,,
p02,corner,9,25.000000,3,2.677503,0.048000,-0.063000,-0.015000,0.133245,0.030130,-0.029000,,
p02,corner,9,25.000000,3,2.732628,0.047000,-0.029000,0.018000,,0.785754,-0.064000,,
p02,corner,9,25.000000,3,3.528377,0.094000,-0.063000,0.031000,0.189497,,,,
p02,corner,10,50.000000,1,0.630499,0.060000,-0.077000,-0.017000,0.099935,0.220250,-0.022000,,
p02,corner,10,50.000000,1,0.870749,0.017000,-0.006000,0.011000,-0.057857,0.770742,-0.059000,,
p02,corner,10,50.000000,1,1.661498,0.098000,-0.057000,0.041000,0.036794,0.270249,-0.002000,,
p02,corner,10,50.000000,1,1.951748,0.008000,-0.002000,0.006000,0.268245,0.340375,-0.079000,,
p02,corner,10,50.000000,1,2.302123,0.077000,-0.071000,0.006000,0.173456,0.520504,-0.084000,,
p02,corner,10,50.000000,1,2.852627,0.060000,-0.079000,-0.019000,0.199733,0.120125,-0.034000,,
p02,corner,10,50.000000,1,3.002748,0.071000,-0.023000,0.048000,0.033299,0.420375,-0.108000,,
p02,corner,10,50.000000,1,3.433123,0.059000,-0.108000,-0.049000,0.184088,0.160125,-0.093000,,
p02,corner,10,50.000000,1,3.603247,0.072000,-0.093000,-0.021000,0.274785,0.220125,-0.056000,,
p02,corner,10,50.000000,1,3.853497,0.053000,-0.053000,0.000000,0.152531,,,,
p02,corner,10,50.000000,2,0.580500,0.098000,-0.109000,-0.011000,0.136670,0.870875,-0.078000,,
p02,corner,10,50.000000,2,1.491375,0.049000,-0.073000,-0.024000,0.094612,0.019999,-0.028000,,
p02,corner,10,50.000000,2,1.531374,0.019000,-0.028000,-0.009000,,0.040001,-0.019000,,
p02,corner,10,50.000000,2,1.581375,0.010000,-0.019000,-0.009000,,0.150133,-0.061000,,
p02,corner,10,50.000000,2,1.741507,0.008000,-0.061000,-0.053000,0.346360,0.200117,-0.119000,,
p02,corner,10,50.000000,2,1.951749,0.092000,-0.118000,-0.026000,0.357659,0.280247,-0.083000,,
p02,corner,10,50.000000,2,2.272004,0.079000,-0.062000,0.017000,0.026298,0.420375,-0.105000,,
p02,corner,10,50.000000,2,2.702499,0.102000,-0.099000,0.003000,0.157687,,,,
p02,corner,10,50.000000,3,0.510375,0.288000,0.046000,0.334000,0.036820,1.010987,-0.012000,,
p02,corner,10,50.000000,3,1.531374,0.249000,-0.012000,0.237000,0.173456,,,,
p02,gentle,26,10.000000,1,2.131874,0.048000,0.000000,0.048000,-0.015779,,,,
p02,gentle,26,10.000000,1,4.659249,0.010000,-0.010000,0.000000,0.010519,0.570631,-0.013000,,
p02,gentle,26,10.000000,1,5.239879,0.016000,-0.012000,0.004000,0.000000,0.840750,-0.018000,,
p02,gentle,26,10.000000,1,6.090623,0.010000,-0.017000,-0.007000,0.010512,0.250250,-0.016000,,
p02,gentle,26,10.000000,1,6.350873,0.015000,-0.015000,0.000000,0.078844,0.360375,-0.001000,,
p02,gentle,26,10.000000,1,6.721248,0.012000,0.003000,0.015000,0.010512,,,,
p02,gentle,26,10.000000,2,4.814498,0.020000,-0.027000,-0.007000,0.031558,0.970875,-0.021000,,
p02,gentle,26,10.000000,2,5.805373,0.025000,-0.021000,0.004000,0.031558,0.690625,-0.024000,,
p02,gentle,26,10.000000,2,6.516123,0.052000,-0.020000,0.032000,-0.005256,0.330250,-0.014000,,
p02,gentle,26,10.000000,2,6.866373,0.012000,-0.014000,-0.002000,0.184089,0.030125,-0.019000,,
p02,gentle,26,10.000000,2,6.906498,0.013000,-0.019000,-0.006000,,,,,
p02,gentle,26,10.000000,3,2.222125,0.008000,-0.006000,0.002000,-0.021025,0.650498,-0.012000,,
p02,gentle,26,10.000000,3,2.882624,0.013000,-0.003000,0.010000,-0.031558,3.493240,-0.020000,,
p02,gentle,26,10.000000,3,6.385873,0.018000,-0.012000,0.006000,0.010520,1.141004,-0.020000,,
p02,gentle,26,10.000000,3,7.547002,0.027000,-0.016000,0.011000,-0.005260,0.330375,0.008000,,
p02,gentle,26,10.000000,3,7.917373,0.076000,0.008000,0.084000,0.015769,0.020000,-0.036000,,
p02,gentle,26,10.000000,3,7.947373,0.049000,-0.036000,0.013000,,0.030000,-0.016000,,
p02,gentle,26,10.000000,3,7.987373,0.108000,-0.015000,0.093000,,0.030000,-0.027000,,
p02,gentle,26,10.000000,3,8.047498,0.021000,-0.027000,-0.006000,,0.140125,-0.010000,,
p02,gentle,26,10.000000,3,8.207623,0.025000,-0.010000,0.015000,0.028546,0.050000,-0.018000,,
p02,gentle,26,10.000000,3,8.267623,0.027000,-0.018000,0.009000,,0.050125,-0.019000,,
p02,gentle,26,10.000000,3,8.327748,0.026000,-0.019000,0.007000,,0.080007,0.001000,,
p02,gentle,26,10.000000,3,8.417755,0.009000,0.006000,0.015000,0.012499,0.290250,-0.009000,,
p02,gentle,26,10.000000,3,8.718123,0.015000,-0.009000,0.006000,0.094612,0.010000,-0.009000,,
p02,gentle,26,10.000000,3,8.738123,0.013000,-0.009000,0.004000,,0.210135,-0.015000,,
p02,gentle,26,10.000000,3,8.958258,0.024000,-0.015000,0.009000,0.089410,,,,
p02,gentle,27,12.500000,1,1.261249,0.016000,0.003000,0.019000,0.015769,0.470375,-0.017000,,
p02,gentle,27,12.500000,1,1.741624,0.017000,-0.016000,0.001000,0.084155,2.001884,-0.027000,,
p02,gentle,27,12.500000,1,3.763508,0.025000,-0.021000,0.004000,-0.026297,0.550499,-0.048000,,
p02,gentle,27,12.500000,1,4.333997,0.032000,-0.047000,-0.015000,0.157791,0.010000,-0.091000,,
p02,gentle,27,12.500000,1,4.354122,0.093000,-0.091000,0.002000,,0.030000,-0.024000,,
p02,gentle,27,12.500000,1,4.424122,0.013000,-0.024000,-0.011000,,0.010000,-0.033000,,
p02,gentle,27,12.500000,1,4.444122,0.020000,-0.033000,-0.013000,,0.790750,-0.032000,,
p02,gentle,27,12.500000,1,5.254872,0.047000,-0.027000,0.020000,0.047337,0.360250,-0.015000,,
p02,gentle,27,12.500000,1,5.645247,0.016000,-0.011000,0.005000,0.052597,,,,
p02,gentle,27,12.500000,2,1.181125,0.025000,0.026000,0.051000,0.015769,1.501374,0.012000,,
p02,gentle,27,12.500000,2,2.702499,0.022000,0.019000,0.041000,-0.021039,1.191113,-0.017000,,
p02,gentle,27,12.500000,2,3.903624,0.051000,-0.017000,0.034000,0.105194,0.010000,0.013000,,
p02,gentle,27,12.500000,2,3.953623,0.016000,0.013000,0.029000,,0.020125,0.023000,,
p02,gentle,27,12.500000,2,3.983748,0.012000,0.023000,0.035000,,0.730625,-0.039000,,
p02,gentle,27,12.500000,2,4.724373,0.019000,-0.037000,-0.018000,0.115713,0.320375,-0.036000,,
p02,gentle,27,12.500000,2,5.064748,0.011000,-0.035000,-0.024000,0.047306,0.400374,-0.024000,,
p02,gentle,27,12.500000,2,5.485122,0.027000,-0.019000,0.008000,0.052563,,,,
p02,gentle,27,12.500000,3,0.040121,0.009000,0.031000,0.040000,,0.050005,0.030000,,
p02,gentle,27,12.500000,3,0.100126,0.009000,0.030000,0.039000,,0.010000,0.027000,,
