participant,type_label,trial_id,width_mm,round,t,amp,lead_pre,lead_post,v_pre,catchup_s,min_lead,dist,dphi
p01,corner,6,10.000000,1,0.940874,0.068000,-0.055000,0.013000,0.057857,0.370375,-0.076000,,
p01,corner,6,10.000000,1,1.341249,0.028000,-0.073000,-0.045000,0.131492,0.360375,-0.068000,,
p01,corner,6,10.000000,1,1.711624,0.044000,-0.065000,-0.021000,0.047338,0.240250,-0.021000,,
p01,corner,6,10.000000,1,1.971874,0.012000,-0.014000,-0.002000,0.000000,0.840749,-0.048000,,
p01,corner,6,10.000000,1,2.822623,0.027000,-0.048000,-0.021000,0.073638,0.460495,-0.031000,,
p01,corner,6,10.000000,1,3.303123,0.030000,-0.031000,-0.001000,0.015769,0.730625,-0.030000,,
p01,corner,6,10.000000,1,4.063748,0.015000,-0.025000,-0.010000,-0.015779,0.971000,-0.078000,,
p01,corner,6,10.000000,1,5.044748,0.055000,-0.078000,-0.023000,0.094618,0.330253,-0.060000,,
p01,corner,6,10.000000,1,5.405001,0.055000,-0.058000,-0.003000,0.031558,0.350259,-0.024000,,
p01,corner,6,10.000000,1,5.785381,0.028000,-0.020000,0.008000,0.042076,0.920875,-0.056000,,
p01,corner,6,10.000000,1,6.726247,0.060000,-0.056000,0.004000,0.084155,0.240246,-0.007000,,
p01,corner,6,10.000000,1,6.996497,0.032000,-0.001000,0.031000,0.021039,0.060126,0.001000,,
p01,corner,6,10.000000,1,7.066622,0.031000,0.001000,0.032000,,0.120124,-0.004000,,
p01,corner,6,10.000000,1,7.196746,0.018000,-0.004000,0.014000,0.299690,0.850749,-0.088000,,
p01,corner,6,10.000000,1,8.057496,0.033000,-0.086000,-0.053000,0.105194,0.190260,-0.078000,,
p01,corner,6,10.000000,1,8.267756,0.077000,-0.077000,0.000000,0.126143,,,,
p01,corner,6,10.000000,2,0.290250,0.027000,-0.029000,-0.002000,0.142021,0.450500,-0.071000,,
p01,corner,6,10.000000,2,0.750750,0.039000,-0.067000,-0.028000,0.210251,0.400386,-0.048000,,
p01,corner,6,10.000000,2,1.171136,0.050000,-0.044000,0.006000,0.026280,1.471375,-0.045000,,
p01,corner,6,10.000000,2,2.672499,0.019000,-0.041000,-0.022000,0.036794,0.390375,-0.037000,,
p01,corner,6,10.000000,2,3.072874,0.034000,-0.036000,-0.002000,0.031537,0.540500,-0.010000,,
p01,corner,6,10.000000,2,3.633374,0.026000,-0.008000,0.018000,0.005260,1.231124,-0.020000,,
p01,corner,6,10.000000,2,4.874498,0.009000,-0.017000,-0.008000,0.036818,0.060125,-0.010000,,
p01,corner,6,10.000000,2,4.944623,0.008000,-0.010000,-0.002000,,0.010000,-0.013000,,
p01,corner,6,10.000000,2,4.964623,0.009000,-0.013000,-0.004000,,0.010000,-0.012000,,
p01,corner,6,10.000000,2,4.984623,0.009000,-0.012000,-0.003000,,0.540499,-0.022000,,
p01,corner,6,10.000000,2,5.535122,0.010000,-0.022000,-0.012000,0.068376,0.610620,-0.036000,,
p01,corner,6,10.000000,2,6.155750,0.032000,-0.032000,0.000000,0.042049,1.601500,-0.044000,,
p01,corner,6,10.000000,2,7.777247,0.089000,-0.042000,0.047000,0.047306,0.360374,0.002000,,
p01,corner,6,10.000000,2,8.167621,0.024000,0.002000,0.026000,0.226018,0.040000,-0.001000,,
p01,corner,6,10.000000,2,8.217621,0.026000,-0.001000,0.025000,,0.280257,-0.008000,,
p01,corner,6,10.000000,2,8.507878,0.025000,-0.008000,0.017000,0.157791,0.060125,-0.015000,,
p01,corner,6,10.000000,2,8.577996,0.024000,-0.015000,0.009000,,0.420375,-0.031000,,
p01,corner,6,10.000000,2,9.008371,0.010000,-0.027000,-0.017000,0.105125,0.340256,-0.070000,,
p01,corner,6,10.000000,2,9.358627,0.027000,-0.069000,-0.042000,0.147267,0.270250,-0.071000,,
p01,corner,6,10.000000,2,9.648996,0.066000,-0.071000,-0.005000,0.078848,,,,
p01,corner,6,10.000000,3,0.580625,0.094000,-0.117000,-0.023000,0.252313,,,,
p01,corner,6,10.000000,3,1.681636,0.009000,-0.089000,-0.080000,0.142003,0.009993,-0.093000,,
p01,corner,6,10.000000,3,1.701630,0.013000,-0.093000,-0.080000,,0.040006,-0.096000,,
p01,corner,6,10.000000,3,1.751630,0.035000,-0.096000,-0.061000,,0.220137,-0.062000,,
p01,corner,6,10.000000,3,1.991886,0.047000,-0.057000,-0.010000,-0.015779,0.480500,-0.040000,,
p01,corner,6,10.000000,3,2.492374,0.030000,-0.033000,-0.003000,0.052597,0.010009,-0.033000,,
p01,corner,6,10.000000,3,2.512383,0.028000,-0.033000,-0.005000,,0.110134,-0.051000,,
p01,corner,6,10.000000,3,2.632508,0.029000,-0.051000,-0.022000,0.417673,0.360375,-0.096000,,
p01,corner,6,10.000000,3,3.002874,0.046000,-0.095000,-0.049000,0.168200,0.230250,-0.074000,,
p01,corner,6,10.000000,3,3.253124,0.063000,-0.070000,-0.007000,0.084100,0.270250,-0.008000,,
p01,corner,6,10.000000,3,3.553373,0.012000,-0.008000,0.004000,0.026281,0.890875,-0.020000,,
p01,corner,6,10.000000,3,4.464248,0.012000,-0.019000,-0.007000,0.031537,0.430375,-0.024000,,
p01,corner,6,10.000000,3,4.904623,0.069000,-0.022000,0.047000,0.021026,0.910880,0.014000,,
p01,corner,6,10.000000,3,5.845503,0.021000,0.017000,0.038000,0.000000,0.009995,-0.006000,,
p01,corner,6,10.000000,3,5.875497,0.082000,-0.006000,0.076000,,0.050126,-0.104000,,
p01,corner,6,10.000000,3,5.945623,0.130000,-0.104000,0.026000,,0.009999,-0.007000,,
p01,corner,6,10.000000,3,5.965622,0.093000,-0.007000,0.086000,,0.030006,-0.045000,,
p01,corner,6,10.000000,3,6.015628,0.022000,-0.045000,-0.023000,,0.100125,-0.038000,,
p01,corner,6,10.000000,3,6.135747,0.031000,-0.038000,-0.007000,0.149813,0.170125,-0.015000,,
p01,corner,6,10.000000,3,6.315872,0.112000,-0.013000,0.099000,0.035268,0.180125,-0.032000,,
p01,corner,6,10.000000,3,6.526122,0.024000,-0.030000,-0.006000,0.716169,0.010000,-0.027000,,
p01,corner,6,10.000000,3,6.546122,0.019000,-0.027000,-0.008000,,0.030000,-0.028000,,
p01,corner,6,10.000000,3,6.586122,0.019000,-0.028000,-0.009000,,0.100125,-0.026000,,
p01,corner,6,10.000000,3,6.696247,0.028000,-0.026000,0.002000,0.169788,0.200250,-0.037000,,
p01,corner,6,10.000000,3,6.906497,0.010000,-0.037000,-0.027000,0.210254,0.039996,-0.041000,,
p01,corner,6,10.000000,3,6.956497,0.013000,-0.041000,-0.028000,,0.070125,-0.049000,,
p01,corner,6,10.000000,3,7.036622,0.012000,-0.047000,-0.035000,,0.070000,-0.058000,,
p01,corner,6,10.000000,3,7.116622,0.012000,-0.058000,-0.046000,,0.100118,-0.063000,,
p01,corner,6,10.000000,3,7.226747,0.046000,-0.063000,-0.017000,0.169800,0.340374,-0.034000,,
p01,corner,6,10.000000,3,7.597121,0.029000,-0.029000,0.000000,0.015769,,,,
p01,corner,7,12.500000,1,0.715750,0.081000,-0.053000,0.028000,0.127089,0.310249,-0.067000,,
p01,corner,7,12.500000,1,1.065999,0.047000,-0.064000,-0.017000,0.126233,0.500375,-0.024000,,
p01,corner,7,12.500000,1,1.596499,0.009000,-0.019000,-0.010000,-0.025625,0.770749,-0.036000,,
p01,corner,7,12.500000,1,2.377248,0.031000,-0.036000,-0.005000,0.036818,0.495500,-0.045000,,
p01,corner,7,12.500000,1,2.892748,0.032000,-0.045000,-0.013000,0.020487,0.235250,-0.024000,,
p01,corner,7,12.500000,1,3.147998,0.020000,-0.022000,-0.002000,0.035851,0.500500,-0.013000,,
p01,corner,7,12.500000,1,3.668498,0.015000,-0.012000,0.003000,0.035851,0.390374,-0.005000,,
p01,corner,7,12.500000,1,4.068872,0.014000,-0.003000,0.011000,-0.005256,0.040000,-0.119000,,
p01,corner,7,12.500000,1,4.128872,0.034000,-0.119000,-0.085000,,0.010000,-0.089000,,
p01,corner,7,12.500000,1,4.148872,0.126000,-0.089000,0.037000,,0.035114,-0.132000,,
p01,corner,7,12.500000,1,4.193997,0.156000,-0.132000,0.024000,,0.210118,-0.017000,,
p01,corner,7,12.500000,1,4.434122,0.029000,-0.009000,0.020000,-0.042080,0.480502,-0.040000,,
p01,corner,7,12.500000,1,4.924624,0.011000,-0.035000,-0.024000,0.136751,0.340374,-0.040000,,
p01,corner,7,12.500000,1,5.274996,0.061000,-0.034000,0.027000,0.030730,1.516374,-0.033000,,
p01,corner,7,12.500000,1,6.826370,0.078000,-0.029000,0.049000,0.040999,1.631499,-0.055000,,
p01,corner,7,12.500000,1,8.487869,0.018000,-0.053000,-0.035000,0.174247,0.100121,-0.122000,,
p01,corner,7,12.500000,1,8.597998,0.072000,-0.122000,-0.050000,0.868949,0.030121,-0.127000,,
p01,corner,7,12.500000,1,8.638119,0.069000,-0.127000,-0.058000,,0.130125,-0.082000,,
p01,corner,7,12.500000,1,8.778244,0.084000,-0.082000,0.002000,0.184438,0.335260,-0.013000,,
p01,corner,7,12.500000,1,9.133504,0.014000,-0.011000,0.003000,0.020499,,,,
p01,corner,7,12.500000,2,0.115123,0.028000,-0.025000,0.003000,0.000000,,,,
p01,corner,7,12.500000,2,0.945872,0.042000,-0.065000,-0.023000,0.168311,,,,
p01,corner,7,12.500000,2,2.222122,0.033000,-0.055000,-0.022000,0.102433,0.350252,-0.069000,,
p01,corner,7,12.500000,2,2.587374,0.070000,-0.069000,0.001000,0.015779,0.315375,-0.041000,,
p01,corner,7,12.500000,2,2.932746,0.035000,-0.040000,-0.005000,0.153649,0.285250,-0.007000,,
p01,corner,7,12.500000,2,3.237996,0.012000,-0.003000,0.009000,0.010250,,,,
p01,corner,7,12.500000,2,4.834495,0.057000,-0.018000,0.039000,0.021039,0.275249,0.003000,,
p01,corner,7,12.500000,2,5.149744,0.030000,0.003000,0.033000,0.183661,,,,
p01,corner,7,12.500000,2,5.845369,0.028000,-0.021000,0.007000,0.241951,0.640625,-0.074000,,
p01,corner,7,12.500000,2,6.495994,0.044000,-0.074000,-0.030000,0.124241,0.380375,-0.095000,,
p01,corner,7,12.500000,2,6.906368,0.094000,-0.095000,-0.001000,0.030750,,,,
p01,corner,7,12.500000,3,0.040000,0.060000,0.002000,0.062000,,0.010125,0.062000,,
p01,corner,7,12.500000,3,0.080125,0.317000,0.064000,0.381000,,0.010000,0.179000,,
p01,corner,7,12.500000,3,0.155125,0.310000,0.179000,0.489000,,0.009994,0.377000,,
p01,corner,7,12.500000,3,0.175129,0.023000,0.377000,0.400000,,1.131125,-0.036000,,
p01,corner,7,12.500000,3,1.326249,0.080000,-0.035000,0.045000,0.025608,0.575499,-0.070000,,
p01,corner,7,12.500000,3,1.941748,0.079000,-0.068000,0.011000,0.026299,0.870863,-0.025000,,
p01,corner,7,12.500000,3,2.842623,0.016000,-0.025000,-0.009000,0.052597,0.490499,-0.043000,,
p01,corner,7,12.500000,3,3.343122,0.026000,-0.039000,-0.013000,0.025609,0.255254,-0.019000,,
p01,corner,7,12.500000,3,3.623376,0.010000,-0.015000,-0.005000,0.010513,0.450375,-0.021000,,
p01,corner,7,12.500000,3,4.088747,0.035000,-0.020000,0.015000,0.026299,0.315369,-0.015000,,
p01,corner,7,12.500000,3,4.434127,0.022000,-0.015000,0.007000,0.071701,0.505499,-0.031000,,
p01,corner,7,12.500000,3,4.949621,0.012000,-0.030000,-0.018000,0.117798,0.395387,-0.071000,,
p01,corner,7,12.500000,3,5.355008,0.076000,-0.071000,0.005000,0.148518,0.355374,-0.053000,,
p01,corner,7,12.500000,3,5.750370,0.051000,-0.052000,-0.001000,0.057820,0.970883,-0.083000,,
p01,corner,7,12.500000,3,6.751254,0.115000,-0.083000,0.032000,0.147265,0.340375,-0.016000,,
p01,corner,7,12.500000,3,7.131620,0.033000,-0.016000,0.017000,0.031537,0.845755,-0.101000,,
p01,corner,7,12.500000,3,7.997379,0.097000,-0.098000,-0.001000,0.152526,0.295241,-0.024000,,
p01,corner,7,12.500000,3,8.332744,0.018000,-0.022000,-0.004000,0.057819,,,,
p01,corner,8,16.500000,1,0.640630,0.121000,-0.111000,0.010000,0.226161,0.480500,-0.029000,,
p01,corner,8,16.500000,1,1.161125,0.022000,-0.029000,-0.007000,0.099869,0.530499,-0.041000,,
p01,corner,8,16.500000,1,1.711624,0.028000,-0.039000,-0.011000,0.052597,0.530500,-0.016000,,
p01,corner,8,16.500000,1,2.262124,0.009000,-0.015000,-0.006000,0.010519,0.550500,-0.038000,,
p01,corner,8,16.500000,1,2.822624,0.037000,-0.037000,0.000000,0.021040,0.480506,-0.028000,,
p01,corner,8,16.500000,1,3.323130,0.020000,-0.028000,-0.008000,0.031557,0.390376,-0.065000,,
p01,corner,8,16.500000,1,3.723499,0.042000,-0.065000,-0.023000,0.110453,0.370375,-0.067000,,
p01,corner,8,16.500000,1,4.113873,0.085000,-0.067000,0.018000,0.042050,0.790750,-0.054000,,
p01,corner,8,16.500000,1,4.934623,0.015000,-0.054000,-0.039000,0.120897,0.330375,-0.049000,,
p01,corner,8,16.500000,1,5.284998,0.043000,-0.049000,-0.006000,0.042050,0.030001,-0.007000,,
p01,corner,8,16.500000,1,5.354998,0.027000,-0.007000,0.020000,,0.020000,-0.009000,,
p01,corner,8,16.500000,1,5.385003,0.028000,-0.009000,0.019000,,0.060124,-0.011000,,
p01,corner,8,16.500000,1,5.455122,0.029000,-0.011000,0.018000,,0.230250,-0.034000,,
p01,corner,8,16.500000,1,5.695372,0.027000,-0.034000,-0.007000,0.131407,0.030000,-0.044000,,
p01,corner,8,16.500000,1,5.735372,0.027000,-0.044000,-0.017000,,0.540500,-0.041000,,
p01,corner,8,16.500000,1,6.285872,0.027000,-0.041000,-0.014000,0.057820,,,,
p01,corner,8,16.500000,2,0.630624,0.105000,-0.103000,0.002000,0.157690,0.430375,-0.023000,,
p01,corner,8,16.500000,2,1.100999,0.020000,-0.023000,-0.003000,0.000000,0.660620,-0.067000,,
p01,corner,8,16.500000,2,1.781624,0.025000,-0.067000,-0.042000,0.105194,0.290241,-0.063000,,
p01,corner,8,16.500000,2,2.091874,0.066000,-0.062000,0.004000,0.068376,0.100000,0.001000,,
p01,corner,8,16.500000,2,2.221999,0.016000,0.001000,0.017000,0.030000,0.050125,0.001000,,
p01,corner,8,16.500000,2,2.282124,0.015000,0.001000,0.016000,,0.029990,0.002000,,
p01,corner,8,16.500000,2,2.322124,0.012000,0.002000,0.014000,,0.010009,0.003000,,
p01,corner,8,16.500000,2,2.342133,0.011000,0.003000,0.014000,,0.010000,0.002000,,
p01,corner,8,16.500000,2,2.362124,0.012000,0.002000,0.014000,,0.250250,-0.038000,,
p01,corner,8,16.500000,2,2.622374,0.009000,-0.038000,-0.029000,0.194608,0.009997,-0.043000,,
p01,corner,8,16.500000,2,2.642373,0.010000,-0.043000,-0.033000,,0.020000,-0.046000,,
p01,corner,8,16.500000,2,2.672498,0.008000,-0.046000,-0.038000,,0.039999,-0.042000,,
p01,corner,8,16.500000,2,2.722498,0.017000,-0.042000,-0.025000,,0.410364,-0.074000,,
p01,corner,8,16.500000,2,3.152873,0.092000,-0.073000,0.019000,0.094675,,,,
p01,corner,8,16.500000,3,0.470500,0.119000,-0.040000,0.079000,0.136662,,,,
p01,corner,8,16.500000,3,1.526499,0.057000,0.021000,0.078000,0.115637,0.020000,0.036000,,
p01,corner,8,16.500000,3,1.576499,0.037000,0.036000,0.073000,,0.060131,0.024000,,
p01,corner,8,16.500000,3,1.646630,0.009000,0.024000,0.033000,,,,,
p01,corner,8,16.500000,3,1.971874,0.024000,-0.055000,-0.031000,0.169788,0.140125,-0.073000,,
p01,corner,8,16.500000,3,2.131999,0.035000,-0.073000,-0.038000,0.299732,0.110123,-0.073000,,
p01,corner,8,16.500000,3,2.252124,0.068000,-0.068000,0.000000,0.272423,,,,
p01,corner,9,25.000000,1,0.615625,0.254000,0.047000,0.301000,0.178712,1.476373,-0.029000,,
p01,corner,9,25.000000,1,2.111999,0.248000,-0.029000,0.219000,0.141919,,,,
p01,corner,9,25.000000,2,0.395386,0.136000,0.103000,0.239000,0.226005,0.300250,0.185000,,
p01,corner,9,25.000000,2,0.725624,0.071000,0.185000,0.256000,0.143498,0.020000,0.193000,,
p01,corner,9,25.000000,2,0.760624,0.047000,0.193000,0.240000,,0.020000,0.185000,,
p01,corner,9,25.000000,2,0.795749,0.046000,0.185000,0.231000,,0.230254,0.147000,,
p01,corner,9,25.000000,2,1.036003,0.047000,0.147000,0.194000,0.126147,0.075000,0.140000,,
p01,corner,9,25.000000,2,1.120999,0.044000,0.142000,0.186000,,0.030000,0.140000,,
p01,corner,9,25.000000,2,1.160999,0.045000,0.140000,0.185000,,0.020000,0.138000,,
p01,corner,9,25.000000,2,1.191124,0.017000,0.138000,0.155000,,0.580495,0.007000,,
p01,corner,9,25.000000,2,1.781632,0.244000,0.007000,0.251000,0.169115,,,,
p01,corner,9,25.000000,3,0.340376,0.082000,-0.069000,0.013000,0.436263,0.250250,-0.069000,,
p01,corner,9,25.000000,3,0.620624,0.075000,-0.064000,0.011000,0.320643,0.010005,0.011000,,
p01,corner,9,25.000000,3,0.650629,0.020000,0.013000,0.033000,,0.200250,-0.020000,,
p01,corner,9,25.000000,3,0.860874,0.014000,-0.020000,-0.006000,0.162947,0.059998,-0.026000,,
p01,corner,9,25.000000,3,0.930874,0.016000,-0.026000,-0.010000,,0.010000,-0.027000,,
p01,corner,9,25.000000,3,0.950874,0.013000,-0.027000,-0.014000,,0.050125,-0.032000,,
p01,corner,9,25.000000,3,1.010999,0.015000,-0.032000,-0.017000,,0.410385,-0.085000,,
p01,corner,9,25.000000,3,1.431384,0.087000,-0.085000,0.002000,0.115631,0.440375,-0.127000,,
p01,corner,9,25.000000,3,1.911749,0.131000,-0.123000,0.008000,0.178830,0.380255,-0.089000,,
p01,corner,9,25.000000,3,2.322134,0.009000,-0.088000,-0.079000,0.326084,0.010125,-0.079000,,
p01,corner,9,25.000000,3,2.342249,0.027000,-0.075000,-0.048000,,0.200125,-0.089000,,
p01,corner,9,25.000000,3,2.562374,0.068000,-0.088000,-0.020000,0.205135,0.380375,-0.126000,,
p01,corner,9,25.000000,3,2.962749,0.122000,-0.125000,-0.003000,0.205135,,,,
p01,corner,10,50.000000,1,0.340249,0.123000,-0.078000,0.045000,0.241958,0.470374,-0.042000,,
p01,corner,10,50.000000,1,0.840749,0.018000,-0.042000,-0.024000,0.094675,0.230242,-0.035000,,
p01,corner,10,50.000000,1,1.090999,0.014000,-0.035000,-0.021000,0.063116,0.280250,-0.103000,,
p01,corner,10,50.000000,1,1.391249,0.143000,-0.103000,0.040000,0.426036,0.490500,-0.126000,,
p01,corner,10,50.000000,1,1.911749,0.116000,-0.124000,-0.008000,0.236686,0.140125,-0.036000,,
p01,corner,10,50.000000,1,2.071874,0.014000,-0.035000,-0.021000,0.192685,0.310375,-0.103000,,
p01,corner,10,50.000000,1,2.402249,0.084000,-0.100000,-0.016000,0.289093,0.170123,-0.089000,,
p01,corner,10,50.000000,1,2.582374,0.107000,-0.089000,0.018000,0.429101,,,,
p01,corner,10,50.000000,2,0.630625,0.276000,0.082000,0.358000,0.105126,1.261124,-0.022000,,
p01,corner,10,50.000000,2,1.911749,0.235000,-0.022000,0.213000,0.320842,0.770750,-0.040000,,
p01,corner,10,50.000000,2,2.702499,0.039000,-0.040000,-0.001000,0.662722,0.050117,-0.254000,,
p01,corner,10,50.000000,2,2.782624,0.241000,-0.254000,-0.013000,,0.010000,-0.021000,,
p01,corner,10,50.000000,2,2.802624,0.021000,-0.021000,0.000000,,,,,
p01,corner,10,50.000000,3,0.340375,0.124000,-0.077000,0.047000,0.210250,0.610625,-0.107000,,
p01,corner,10,50.000000,3,0.991000,0.136000,-0.106000,0.030000,0.063075,0.440374,-0.074000,,
p01,corner,10,50.000000,3,1.471374,0.127000,-0.072000,0.055000,0.357659,0.670625,-0.094000,,
p01,corner,10,50.000000,3,2.171999,0.068000,-0.094000,-0.026000,0.273504,0.220125,-0.083000,,
p01,corner,10,50.000000,3,2.402249,0.110000,-0.081000,0.029000,0.194609,,,,
p01,gentle,26,10.000000,1,0.630500,0.029000,-0.019000,0.010000,0.010520,0.250250,-0.032000,,
p01,gentle,26,10.000000,1,0.890752,0.010000,-0.032000,-0.022000,0.226165,0.340375,-0.049000,,
p01,gentle,26,10.000000,1,1.241125,0.036000,-0.048000,-0.012000,0.094617,0.420384,-0.045000,,
p01,gentle,26,10.000000,1,1.681509,0.082000,-0.042000,0.040000,0.005259,0.700749,-0.014000,,
p01,gentle,26,10.000000,1,2.412249,0.029000,-0.012000,0.017000,0.063077,0.380371,-0.007000,,
p01,gentle,26,10.000000,1,2.812624,0.016000,-0.005000,0.011000,0.036796,0.580489,-0.024000,,
p01,gentle,26,10.000000,1,3.413124,0.019000,-0.024000,-0.005000,0.036818,0.450379,-0.029000,,
p01,gentle,26,10.000000,1,3.883503,0.009000,-0.029000,-0.020000,0.073634,0.170138,-0.021000,,
p01,gentle,26,10.000000,1,4.063762,0.010000,-0.021000,-0.011000,0.005878,0.010000,-0.021000,,
p01,gentle,26,10.000000,1,4.083748,0.009000,-0.021000,-0.012000,,0.060137,-0.026000,,
p01,gentle,26,10.000000,1,4.153885,0.008000,-0.025000,-0.017000,,0.100000,-0.020000,,
p01,gentle,26,10.000000,1,4.263873,0.027000,-0.020000,0.007000,0.030000,0.490500,0.003000,,
p01,gentle,26,10.000000,1,4.774373,0.018000,0.007000,0.025000,-0.015779,0.360375,-0.008000,,
p01,gentle,26,10.000000,1,5.154748,0.027000,-0.003000,0.024000,0.031558,0.440387,-0.024000,,
p01,gentle,26,10.000000,1,5.615135,0.039000,-0.024000,0.015000,0.031557,0.300252,-0.135000,,
p01,gentle,26,10.000000,1,5.945503,0.068000,-0.135000,-0.067000,0.746371,0.050000,-0.070000,,
p01,gentle,26,10.000000,1,6.005497,0.058000,-0.070000,-0.012000,,0.010001,-0.138000,,
p01,gentle,26,10.000000,1,6.025498,0.066000,-0.138000,-0.072000,,0.170252,-0.156000,,
p01,gentle,26,10.000000,1,6.205753,0.120000,-0.156000,-0.036000,0.493386,0.020000,-0.164000,,
p01,gentle,26,10.000000,1,6.235747,0.122000,-0.164000,-0.042000,,0.050000,-0.173000,,
p01,gentle,26,10.000000,1,6.295747,0.066000,-0.173000,-0.107000,,0.010000,-0.175000,,
p01,gentle,26,10.000000,1,6.315872,0.079000,-0.175000,-0.096000,,0.410364,-0.149000,,
p01,gentle,26,10.000000,1,6.746247,0.162000,-0.148000,0.014000,-0.005256,,,,
p01,gentle,26,10.000000,2,0.330250,0.012000,-0.013000,-0.001000,0.068376,0.450374,-0.026000,,
p01,gentle,26,10.000000,2,0.790624,0.017000,-0.021000,-0.004000,-0.005260,0.660627,-0.057000,,
p01,gentle,26,10.000000,2,1.461259,0.081000,-0.056000,0.025000,0.042075,0.360250,-0.021000,,
p01,gentle,26,10.000000,2,1.861624,0.031000,-0.020000,0.011000,0.052600,0.400375,-0.030000,,
p01,gentle,26,10.000000,2,2.282124,0.034000,-0.026000,0.008000,0.036794,0.560500,-0.022000,,
p01,gentle,26,10.000000,2,2.862624,0.009000,-0.017000,-0.008000,0.057822,0.480371,-0.012000,,
p01,gentle,26,10.000000,2,3.352998,0.019000,-0.008000,0.011000,-0.010520,0.760625,-0.036000,,
p01,gentle,26,10.000000,2,4.123748,0.026000,-0.036000,-0.010000,0.005260,0.530507,-0.050000,,
p01,gentle,26,10.000000,2,4.674255,0.058000,-0.050000,0.008000,0.084157,0.700745,-0.053000,,
p01,gentle,26,10.000000,2,5.394997,0.073000,-0.053000,0.020000,0.220762,0.460379,-0.035000,,
p01,gentle,26,10.000000,2,5.885376,0.047000,-0.034000,0.013000,0.073634,0.400375,-0.032000,,
p01,gentle,26,10.000000,2,6.305747,0.020000,-0.031000,-0.011000,0.126233,0.270250,-0.026000,,
p01,gentle,26,10.000000,2,6.585997,0.015000,-0.026000,-0.011000,0.047340,,,,
p01,gentle,26,10.000000,3,0.430492,0.023000,-0.016000,0.007000,0.078844,0.700625,-0.024000,,
p01,gentle,26,10.000000,3,1.151117,0.025000,-0.021000,0.004000,0.026298,0.750754,-0.044000,,
p01,gentle,26,10.000000,3,1.921871,0.059000,-0.042000,0.017000,0.042051,0.420375,-0.026000,,
p01,gentle,26,10.000000,3,2.372241,0.035000,-0.026000,0.009000,0.063116,0.710750,-0.023000,,
p01,gentle,26,10.000000,3,3.102991,0.022000,-0.021000,0.001000,0.021025,0.570488,-0.019000,,
p01,gentle,26,10.000000,3,3.693490,0.010000,-0.016000,-0.006000,0.026282,1.061012,-0.042000,,
p01,gentle,26,10.000000,3,4.764502,0.008000,-0.041000,-0.033000,0.131401,0.360374,-0.048000,,
p01,gentle,26,10.000000,3,5.134864,0.034000,-0.044000,-0.010000,-0.021025,0.280250,-0.019000,,
p01,gentle,26,10.000000,3,5.435114,0.017000,-0.018000,-0.001000,0.063075,0.420380,-0.014000,,
p01,gentle,26,10.000000,3,5.865494,0.038000,-0.012000,0.026000,0.000000,0.470500,-0.022000,,
p01,gentle,26,10.000000,3,6.365989,0.026000,-0.020000,0.006000,0.052562,0.540500,-0.013000,,
p01,gentle,26,10.000000,3,6.916489,0.013000,-0.012000,0.001000,0.031537,0.440374,-0.018000,,
p01,gentle,26,10.000000,3,7.376863,0.022000,-0.016000,0.006000,0.047337,0.590625,-0.038000,,
p01,gentle,26,10.000000,3,7.987488,0.035000,-0.038000,-0.003000,0.094612,0.380375,-0.015000,,
p01,gentle,26,10.000000,3,8.397863,0.012000,-0.014000,-0.002000,0.010512,,,,
p01,gentle,27,12.500000,1,0.280247,0.101000,-0.037000,0.064000,0.120976,0.660627,-0.060000,,
p01,gentle,27,12.500000,1,0.980877,0.067000,-0.060000,0.007000,0.089412,0.440500,-0.035000,,
p01,gentle,27,12.500000,1,1.451371,0.031000,-0.033000,-0.002000,0.068331,0.390375,-0.039000,,
p01,gentle,27,12.500000,1,1.851745,0.034000,-0.039000,-0.005000,0.047306,0.320250,-0.036000,,
p01,gentle,27,12.500000,1,2.191995,0.030000,-0.036000,-0.006000,0.136752,0.430507,-0.047000,,
p01,gentle,27,12.500000,1,2.642502,0.035000,-0.045000,-0.010000,0.084097,0.190125,-0.020000,,
p01,gentle,27,12.500000,1,2.852620,0.034000,-0.016000,0.018000,0.031558,0.700629,-0.025000,,
p01,gentle,27,12.500000,1,3.573249,0.039000,-0.020000,0.019000,0.010519,0.410374,-0.036000,,
p01,gentle,27,12.500000,1,4.003744,0.033000,-0.036000,-0.003000,0.199738,0.430372,-0.048000,,
p01,gentle,27,12.500000,1,4.454119,0.037000,-0.048000,-0.011000,0.099934,0.420375,-0.017000,,
p01,gentle,27,12.500000,1,4.894494,0.014000,-0.015000,-0.001000,-0.005260,,,,
p01,gentle,27,12.500000,2,0.570625,0.052000,-0.014000,0.038000,0.047308,0.440374,0.006000,,
p01,gentle,27,12.500000,2,1.040999,0.069000,0.012000,0.081000,-0.026299,0.390375,-0.009000,,
p01,gentle,27,12.500000,2,1.471374,0.064000,-0.008000,0.056000,0.084159,0.520500,0.003000,,
p01,gentle,27,12.500000,2,2.011874,0.037000,0.003000,0.040000,0.057857,0.520500,-0.016000,,
p01,gentle,27,12.500000,2,2.552381,0.037000,-0.011000,0.026000,0.073633,0.490500,-0.017000,,
p01,gentle,27,12.500000,2,3.062874,0.031000,-0.017000,0.014000,0.120973,0.220250,0.003000,,
p01,gentle,27,12.500000,2,3.303124,0.037000,0.004000,0.041000,0.042050,0.510507,0.000000,,
p01,gentle,27,12.500000,2,3.833630,0.012000,0.001000,0.013000,0.094609,0.300250,-0.033000,,
