participant,type_label,trial_id,width_mm,dur_s,dist_m,dphi_rad,lead_post,inv_speed,kappa_density
p02,corner,7,12.5,0.180241,0.02,0.0,-0.049,9.012067,0.0
p02,corner,7,12.5,1.141004,0.061,1.570796,0.02,18.704981,25.750759
p02,corner,7,12.5,0.700749,0.036,0.0,-0.007,19.465254,0.0
p02,corner,7,12.5,0.230121,0.013,1.570796,0.008,17.701589,120.830487
p02,corner,7,12.5,0.870873,0.13,0.0,-0.004,6.699025,0.0
p02,corner,7,12.5,0.300249,0.06,0.0,-0.039,5.004144,0.0
p02,corner,7,12.5,0.220253,0.01,0.0,0.004,22.025299,0.0
p02,corner,7,12.5,0.060125,0.006,0.0,-0.067,10.020812,0.0
p02,corner,7,12.5,0.490362,0.067,0.0,-0.056,7.318835,0.0
p02,corner,7,12.5,0.050112,0.005,1.570796,-0.014,10.022354,314.159265
p02,corner,7,12.5,2.682496,0.208,1.570796,0.013,12.896616,7.551905
p02,corner,7,12.5,0.240263,0.038,0.0,-0.059,6.322716,0.0
p02,corner,7,12.5,0.410372,0.038,0.0,-0.027,10.79927,0.0
p02,corner,7,12.5,0.390375,0.028,0.0,-0.011,13.941961,0.0
p02,corner,7,12.5,1.741635,0.086,1.570796,0.001,20.251571,18.265074
p02,corner,7,12.5,0.880756,0.037,1.570796,-0.002,23.804214,42.453955
p02,corner,7,12.5,0.640624,0.114,0.0,-0.007,5.619511,0.0
p02,corner,7,12.5,0.150125,0.015,0.0,-0.028,10.008335,0.0
p02,corner,7,12.5,1.581375,0.097,1.570796,0.026,16.302836,16.193777
p02,corner,7,12.5,1.151008,0.15,1.570796,0.001,7.673384,10.471976
p02,corner,7,12.5,0.140121,0.005,0.0,-0.053,28.024197,0.0
p02,corner,8,16.5,0.270248,0.033,0.0,-0.038,8.189339,0.0
p02,corner,8,16.5,1.841753,0.1,1.570796,0.003,18.417528,15.707963
p02,corner,8,16.5,1.040874,0.028,1.570796,-0.007,37.174072,56.099869
p02,corner,8,16.5,0.760622,0.078,0.0,-0.003,9.751561,0.0
p02,corner,8,16.5,0.420372,0.059,0.0,-0.007,7.124949,0.0
p02,corner,8,16.5,0.100125,0.003,0.785398,0.017,33.374945,261.799388
p02,corner,8,16.5,0.995874,0.054,0.785398,0.014,18.44211,14.54441
p02,corner,8,16.5,2.192123,0.177,1.570796,-0.002,12.384875,8.874556
p02,corner,8,16.5,0.300386,0.04,0.0,-0.054,7.509643,0.0
p02,corner,8,16.5,1.361249,0.054,1.570796,0.002,25.208319,29.088821
p02,corner,8,16.5,0.770736,0.043,0.0,-0.032,17.924093,0.0
p02,corner,8,16.5,1.000874,0.035,1.570796,-0.015,28.596394,44.879895
p02,corner,8,16.5,0.140127,0.016,0.0,-0.027,8.757949,0.0
p02,corner,8,16.5,0.780624,0.095,0.0,-0.036,8.217091,0.0
p02,corner,8,16.5,1.966748,0.095,1.570796,0.025,20.702611,16.534698
p02,corner,8,16.5,0.870881,0.045,1.570796,0.002,19.352908,34.906585
p02,corner,8,16.5,0.770624,0.094,0.0,-0.024,8.198127,0.0
p02,corner,8,16.5,0.300262,0.014,0.0,-0.027,21.447301,0.0
p02,corner,8,16.5,0.370249,0.05,0.0,-0.05,7.404981,0.0
p02,corner,8,16.5,0.850874,0.029,1.570796,-0.002,29.340489,54.165391
p02,corner,8,16.5,2.52737,0.108,1.570796,0.079,23.401574,14.54441
p02,corner,8,16.5,0.060125,0.008,0.0,-0.019,7.515639,0.0
p02,corner,8,16.5,0.370383,0.048,0.0,-0.03,7.716308,0.0
p02,corner,8,16.5,0.415381,0.049,0.0,-0.029,8.477157,0.0
p02,corner,8,16.5,1.491373,0.097,1.570796,0.017,15.374982,16.193777
p02,corner,8,16.5,1.301248,0.155,1.570796,-0.001,8.395149,10.13417
p02,corner,9,25.0,0.220249,0.037,0.0,-0.016,5.952687,0.0
p02,corner,9,25.0,0.210251,0.01,0.0,-0.037,21.025109,0.0
p02,corner,9,25.0,0.690624,0.138,1.570796,0.029,5.004522,11.382582
p02,corner,9,25.0,0.22025,0.016,0.0,-0.037,13.765633,0.0
p02,corner,9,25.0,0.32025,0.039,1.570796,0.004,8.211527,40.276829
p02,corner,9,25.0,0.490487,0.063,1.570796,-0.001,7.78551,24.933275
p02,corner,9,25.0,0.660625,0.13,0.0,0.002,5.081731,0.0
p02,corner,9,25.0,0.35025,0.023,0.0,-0.026,15.228251,0.0
p02,corner,9,25.0,0.830749,0.09,1.570796,0.01,9.230545,17.453293
p02,corner,9,25.0,0.240261,0.024,1.570796,-0.034,10.010868,65.449847
p02,corner,9,25.0,0.5455,0.109,0.0,0.003,5.004585,0.0
p02,corner,9,25.0,0.19025,0.019,0.0,0.023,10.013154,0.0
p02,corner,9,25.0,0.455377,0.075,1.570796,0.004,6.071695,20.943951
p02,corner,9,25.0,0.38525,0.048,1.570796,-0.011,8.026044,32.724923
p02,corner,9,25.0,0.205257,0.057,0.0,-0.019,3.601003,0.0
p02,corner,9,25.0,0.25525,0.056,0.0,-0.046,4.558031,0.0
p02,corner,9,25.0,0.620622,0.085,1.570796,-0.026,7.301434,18.479957
p02,corner,9,25.0,0.30025,0.045,1.570796,0.118,6.672218,34.906585
p02,corner,9,25.0,0.325375,0.091,0.0,-0.017,3.57555,0.0
p02,corner,9,25.0,0.210125,0.034,1.570796,-0.067,6.180139,46.199892
p02,corner,9,25.0,0.500379,0.084,0.0,-0.005,5.956891,0.0
p02,corner,9,25.0,0.785754,0.108,0.0,0.018,7.275502,0.0
p02,corner,10,50.0,0.22025,0.025,0.0,-0.017,8.809996,0.0
p02,corner,10,50.0,0.770742,0.106,1.570796,0.011,7.271148,14.818833
p02,corner,10,50.0,0.620625,0.14,1.570796,0.041,4.433032,11.219974
p02,corner,10,50.0,0.520504,0.086,1.570796,0.006,6.052372,18.265074
p02,corner,10,50.0,0.120125,0.018,0.0,-0.019,6.673614,0.0
p02,corner,10,50.0,0.420375,0.089,1.570796,0.048,4.723316,17.649397
p02,corner,10,50.0,0.160125,0.048,0.0,-0.049,3.335938,0.0
p02,corner,10,50.0,0.220125,0.021,0.0,-0.021,10.482152,0.0
p02,corner,10,50.0,0.870875,0.114,3.141593,-0.011,7.639255,27.55783
p02,corner,10,50.0,0.150133,0.064,0.0,-0.009,2.34583,0.0
p02,corner,10,50.0,0.200117,0.083,1.570796,-0.053,2.41105,18.925257
p02,corner,10,50.0,0.280247,0.064,1.570796,-0.026,4.378859,24.543693
p02,corner,10,50.0,0.420375,0.126,0.0,0.017,3.33631,0.0
p02,corner,10,50.0,1.010987,0.274,4.712389,0.334,3.689733,17.1985
p02,straight,11,10.0,0.130125,0.017,0.0,-0.017,7.654414,0.0
p02,straight,11,10.0,0.580499,0.108,0.0,-0.002,5.37499,0.0
p02,straight,11,10.0,0.18025,0.028,0.0,-0.034,6.437506,0.0
p02,straight,11,10.0,0.410386,0.059,0.0,-0.008,6.955696,0.0
p02,straight,11,10.0,0.390374,0.091,0.0,0.148,4.289824,0.0
p02,straight,11,10.0,0.490488,0.075,0.0,0.123,6.539841,0.0
p02,straight,11,10.0,0.830749,0.15,0.0,-0.001,5.538327,0.0
p02,straight,12,12.5,0.810744,0.16,0.0,0.002,5.06715,0.0
p02,straight,12,12.5,1.030875,0.143,0.0,-0.014,7.208914,0.0
p02,straight,12,12.5,1.030875,0.179,0.0,0.11,5.759079,0.0
p02,straight,12,12.5,0.21025,0.056,0.0,0.016,3.754467,0.0
p02,straight,12,12.5,0.590517,0.163,0.0,0.0,3.622804,0.0
p02,straight,12,12.5,0.190242,0.058,0.0,-0.035,3.280035,0.0
p02,straight,12,12.5,0.140125,0.047,0.0,-0.044,2.981389,0.0
p02,straight,13,16.5,0.430377,0.133,0.0,-0.013,3.235919,0.0
p02,straight,13,16.5,0.370377,0.093,0.0,0.002,3.982547,0.0
p02,straight,13,16.5,0.180125,0.045,0.0,0.001,4.002778,0.0
p02,straight,13,16.5,0.730628,0.219,0.0,0.0,3.336202,0.0
p02,straight,13,16.5,0.200126,0.059,0.0,-0.014,3.391961,0.0
p02,straight,13,16.5,0.190126,0.068,0.0,-0.02,2.79597,0.0
p02,straight,13,16.5,0.360375,0.102,0.0,-0.006,3.533088,0.0
p02,straight,13,16.5,0.310263,0.07,0.0,0.003,4.432327,0.0
p02,straight,14,25.0,0.150126,0.031,0.0,0.092,4.842774,0.0
p02,straight,14,25.0,0.160126,0.041,0.0,0.093,3.905511,0.0
p02,straight,14,25.0,0.160126,0.031,0.0,-0.018,5.165362,0.0
p02,straight,14,25.0,0.680628,0.166,0.0,0.019,4.100169,0.0
p02,straight,14,25.0,0.400371,0.104,0.0,-0.007,3.84972,0.0
p02,straight,14,25.0,0.440378,0.129,0.0,-0.006,3.413784,0.0
p02,straight,15,50.0,0.180125,0.079,0.0,-0.172,2.28006,0.0
p02,straight,15,50.0,0.305374,0.081,0.0,-0.029,3.770048,0.0
p02,straight,15,50.0,0.190125,0.089,0.0,-0.141,2.136236,0.0
p02,straight,15,50.0,0.330249,0.053,0.0,-0.02,6.231119,0.0
p02,straight,15,50.0,0.370375,0.13,0.0,0.049,2.849038,0.0
p02,gentle,26,10.0,0.570631,0.039,0.283669,0.0,14.631571,7.273554
p02,gentle,26,10.0,0.84075,0.061,0.285961,0.004,13.782787,4.687893
p02,gentle,26,10.0,0.25025,0.029,0.309006,-0.007,8.629314,10.655391
p02,gentle,26,10.0,0.360375,0.024,0.151692,0.0,15.015622,6.320519
p02,gentle,26,10.0,0.970875,0.053,0.302884,-0.007,18.318392,5.714801
p02,gentle,26,10.0,0.690625,0.048,0.279712,0.004,14.388015,5.827326
p02,gentle,26,10.0,0.33025,0.03,0.311847,0.032,11.008334,10.394899
p02,gentle,26,10.0,1.141004,0.075,0.46705,0.006,15.213385,6.227335
p02,gentle,26,10.0,0.330375,0.011,0.03858,0.011,30.034109,3.507315
p02,gentle,26,10.0,0.140125,0.011,0.086083,-0.006,12.738661,7.825749
p02,gentle,26,10.0,0.05,0.005,0.048074,0.015,10.000038,9.614888
p02,gentle,26,10.0,0.050125,0.004,0.04181,0.009,12.531221,10.452577
p02,gentle,26,10.0,0.080007,0.008,0.088452,0.007,10.000885,11.056445
p02,gentle,26,10.0,0.29025,0.027,0.265969,0.015,10.749994,9.85071
p02,gentle,26,10.0,0.210135,0.02,0.094266,0.004,10.506749,4.71331
p02,gentle,27,12.5,0.470375,0.048,0.131108,0.019,9.79948,2.73142
p02,gentle,27,12.5,2.001884,0.158,1.140708,0.001,12.670152,7.219672
p02,gentle,27,12.5,0.550499,0.05,0.322618,0.004,11.009984,6.452359
p02,gentle,27,12.5,0.79075,0.075,0.5788,-0.013,10.543337,7.717335
p02,gentle,27,12.5,0.36025,0.031,0.170893,0.02,11.620968,5.512683
p02,gentle,27,12.5,1.501374,0.107,0.637109,0.051,14.031533,5.954291
p02,gentle,27,12.5,1.191113,0.089,0.497608,0.041,13.383292,5.591099
p02,gentle,27,12.5,0.730625,0.089,0.649794,0.035,8.209269,7.301052
p02,gentle,27,12.5,0.320375,0.043,0.265534,-0.018,7.450586,6.175202
p02,gentle,27,12.5,0.400374,0.057,0.463225,-0.024,7.024104,8.126748
p02,gentle,27,12.5,0.130127,0.023,0.096993,0.035,5.657694,4.217067
p02,gentle,27,12.5,0.38025,0.036,0.358641,0.01,10.562506,9.962256
p02,gentle,27,12.5,0.4305,0.049,0.287527,-0.001,8.78572,5.867903
p02,gentle,27,12.5,0.620499,0.05,0.273712,0.035,12.409978,5.474231
p02,gentle,27,12.5,0.670624,0.07,0.504022,0.019,9.580343,7.200317
p02,gentle,27,12.5,0.440375,0.048,0.266271,-0.01,9.174481,5.547307
p02,gentle,27,12.5,0.370375,0.05,0.449444,-0.011,7.407503,8.988881
p02,gentle,27,12.5,0.290262,0.016,0.036153,-0.012,18.141374,2.259554
p02,gentle,27,12.5,0.450499,0.048,0.249279,0.002,9.385392,5.193317
p02,gentle,27,12.5,0.160125,0.006,0.064076,0.02,26.687543,10.67935
p02,gentle,27,12.5,0.31025,0.038,0.357354,0.035,8.164475,9.404043
p02,gentle,27,12.5,0.130009,0.013,0.050742,-0.002,10.000706,3.903262
p02,gentle,28,16.5,0.980875,0.065,0.386625,0.022,15.090385,5.94807
p02,gentle,28,16.5,0.870884,0.075,0.389362,0.009,11.611786,5.191495
p02,gentle,28,16.5,0.6105,0.072,0.644677,0.009,8.479168,8.953841
p02,gentle,28,16.5,0.460495,0.061,0.216121,0.01,7.549098,3.542968
p02,gentle,28,16.5,0.17012,0.027,0.27303,-0.014,6.300741,10.112233
p02,gentle,28,16.5,0.26025,0.048,0.345623,-0.008,5.421877,7.200475
p02,gentle,28,16.5,0.370375,0.026,0.281492,-0.008,14.245198,10.826626
p02,gentle,28,16.5,0.630625,0.052,0.258588,0.027,12.127404,4.972852
p02,gentle,28,16.5,0.480384,0.038,0.226368,0.052,12.641687,5.957046
p02,gentle,28,16.5,0.640499,0.083,0.545469,0.043,7.716854,6.571911
p02,gentle,28,16.5,0.73075,0.093,0.734544,0.0,7.857525,7.898327
p02,gentle,28,16.5,0.480495,0.067,0.334576,0.04,7.17157,4.993671
p02,gentle,28,16.5,0.720625,0.069,0.58918,0.002,10.443839,8.538835
p02,gentle,28,16.5,0.340375,0.016,0.015108,0.009,21.273434,0.944247
p02,gentle,28,16.5,0.490364,0.045,0.367429,-0.006,10.896979,8.165084
p02,gentle,28,16.5,1.30125,0.107,0.638518,0.028,12.161215,5.967457
p02,gentle,28,16.5,0.22025,0.022,0.240668,-0.014,10.01137,10.939449
p02,gentle,28,16.5,0.350375,0.045,0.23949,0.004,7.786104,5.321996
